kepoi_name,koi_period,koi_prad,koi_teq,koi_disposition
K03202.01,92.4611,0.001057,-0.001057,CANDIDATE
K07870.01,92.552,0.00131,-0.00131,CANDIDATE
K03079.01,92.5734,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K01871.01,92.7297,0.000398,-0.000398,CANDIDATE
K01298.02,92.7496,0.0006942,-0.0006942,CONFIRMED
K01070.03,92.7778,0.01653,-0.01653,CANDIDATE
K01598.02,92.8747,0.0004961,-0.0004961,CONFIRMED
K05404.01,92.9314,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K05925.01,93.006,0.002215,-0.002215,CANDIDATE
K06097.01,93.0565,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K05497.01,93.3597,0.001796,-0.001796,CANDIDATE
K02432.02,93.6273,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K05364.01,93.6452,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K00408.05,93.8038,0.001154,-0.001154,FALSE POSITIVE
K01175.03,93.8816,0.001764,-0.001764,FALSE POSITIVE
K01613.02,94.0944,0.003053,-0.003053,CANDIDATE
K01026.01,94.1063,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K04193.01,94.1805,0.001413,-0.001413,CANDIDATE
K05709.01,94.2056,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K03156.04,94.2128,0.001547,-0.001547,FALSE POSITIVE
K01330.02,94.2193,0.001548,-0.001548,FALSE POSITIVE
K04046.02,94.225,0.003005,-0.003005,FALSE POSITIVE
K01334.02,94.2259,0.002368,-0.002368,FALSE POSITIVE
K02408.01,94.2892,0.0006466,-0.0006466,CONFIRMED
K06131.02,94.3816,0.01163,-0.01163,FALSE POSITIVE
K04163.01,94.4469,0.001425,-0.001425,FALSE POSITIVE
K05918.01,94.6778,0.006566,-0.006566,CANDIDATE
K05112.01,94.8181,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K00474.03,94.8869,0.001216,-0.001216,CANDIDATE
K03334.01,95.1783,3.98e-06,-3.98e-06,FALSE POSITIVE
K05705.01,95.2544,0.001839,-0.001839,FALSE POSITIVE
K02321.01,95.6115,0.000863,-0.000863,CANDIDATE
K04921.01,95.6887,0.003599,-0.003599,FALSE POSITIVE
K02184.02,95.9064,0.001258,-0.001258,CANDIDATE
K01707.01,96.1093,0.002032,-0.002032,CONFIRMED
K05523.01,96.1205,0.00123,-0.00123,FALSE POSITIVE
K05704.01,96.1671,0.002072,-0.002072,CANDIDATE
K03443.01,96.1696,0.001086,-0.001086,CONFIRMED
K07792.01,96.2313,0.001159,-0.001159,FALSE POSITIVE
K05955.01,96.3256,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K04496.01,96.3845,0.0014,-0.0014,CANDIDATE
K02696.01,96.4562,0.0004226,-0.0004226,CANDIDATE
K06141.01,96.5092,0.001084,-0.001084,CANDIDATE
K00528.02,96.6782,0.000277,-0.000277,CONFIRMED
K03203.01,96.8165,0.0008937,-0.0008937,CANDIDATE
K01938.01,96.9152,0.0002916,-0.0002916,CONFIRMED
K02691.01,97.4463,0.000286,-0.000286,CANDIDATE
K05472.01,97.5137,0.0008932,-0.0008932,CANDIDATE
K05968.01,97.9424,0.001183,-0.001183,CANDIDATE
K07093.01,97.9916,0.001857,-0.001857,FALSE POSITIVE
K06157.01,98.1021,0.0009848,-0.0009848,FALSE POSITIVE
K01236.04,98.3531,0.001793,-0.001793,CANDIDATE
K05383.01,98.5178,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K01787.01,98.7179,0.0001461,-0.0001461,CONFIRMED
K02931.01,99.2532,0.000916,-0.000916,CONFIRMED
K08250.01,99.2995,0.003448,-0.003448,FALSE POSITIVE
K00907.04,99.6416,0.0006637,-0.0006637,CONFIRMED
K01242.01,99.6443,0.0001073,-0.0001073,CANDIDATE
K02048.02,99.6735,0.0003463,-0.0003463,FALSE POSITIVE
K01828.01,99.7469,0.0003938,-0.0003938,CONFIRMED
K05430.01,99.9789,0.003852,-0.003852,FALSE POSITIVE
K00260.02,100.283,0.000262,-0.000262,CONFIRMED
K05513.01,100.304,0.0001672,-0.0001672,FALSE POSITIVE
K01134.01,100.304,0.0004708,-0.0004708,FALSE POSITIVE
K05098.01,100.346,0.001295,-0.001295,CANDIDATE
K03595.01,100.401,2.514e-05,-2.514e-05,FALSE POSITIVE
K05916.01,100.415,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K05665.01,100.494,0.001565,-0.001565,CANDIDATE
K05261.01,100.629,0.001865,-0.001865,FALSE POSITIVE
K01650.02,100.828,0.0007991,-0.0007991,CONFIRMED
K04087.01,101.111,0.0009529,-0.0009529,CONFIRMED
K02232.01,101.132,0.0005876,-0.0005876,CANDIDATE
K03562.01,101.263,1.453e-05,-1.453e-05,FALSE POSITIVE
K04260.02,101.889,0.002141,-0.002141,FALSE POSITIVE
K05081.01,101.928,0.001673,-0.001673,FALSE POSITIVE
K04706.01,101.952,0.001733,-0.001733,CONFIRMED
K04889.01,101.974,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K05514.01,102.101,0.002542,-0.002542,CANDIDATE
K05866.01,102.301,0.001712,-0.001712,FALSE POSITIVE
K05758.01,102.493,0.001322,-0.001322,CANDIDATE
K02228.01,102.654,0.002773,-0.002773,FALSE POSITIVE
K00145.01,102.964,0.0005766,-0.0005766,CANDIDATE
K08124.01,103.04,0.00338,-0.00338,FALSE POSITIVE
K05405.01,103.223,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K05182.01,103.285,0.001179,-0.001179,FALSE POSITIVE
K05004.01,103.364,0.00227,-0.00227,CANDIDATE
K02860.01,103.427,0.0008676,-0.0008676,CANDIDATE
K00111.04,103.627,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K05279.01,103.722,0.00234,-0.00234,CANDIDATE
K05390.01,104.198,0.00114,-0.00114,CANDIDATE
K02311.03,104.352,0.0006973,-0.0006973,CONFIRMED
K01359.02,104.821,0.0002329,-0.0002329,CANDIDATE
K01715.01,105.015,0.0004852,-0.0004852,CANDIDATE
K05939.01,105.053,0.001621,-0.001621,CANDIDATE
K00911.02,105.146,0.001997,-0.001997,CONFIRMED
K01866.01,105.304,0.0004305,-0.0004305,CONFIRMED
K01596.02,105.358,0.000525,-0.000525,CONFIRMED
K04957.01,105.521,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K05110.01,105.59,0.0009082,-0.0009082,FALSE POSITIVE
K05756.01,105.633,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K01922.03,105.655,0.0006245,-0.0006245,CONFIRMED
K00075.01,105.882,0.0001312,-0.0001312,CANDIDATE
K05720.01,105.895,0.002769,-0.002769,FALSE POSITIVE
K01846.01,105.957,0.0003911,-0.0003911,CONFIRMED
K04577.01,105.997,0.001265,-0.001265,CANDIDATE
K03523.01,106.176,4.737e-06,-4.737e-06,FALSE POSITIVE
K07791.01,106.187,0.03174,-0.03174,CANDIDATE
K02296.01,106.248,0.001904,-0.001904,CONFIRMED
K02719.02,106.26,0.002607,-0.002607,CANDIDATE
K04985.01,106.779,0.001192,-0.001192,FALSE POSITIVE
K04358.01,106.957,0.002169,-0.002169,CANDIDATE
K05803.01,107.11,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K01070.02,107.721,0.0008283,-0.0008283,CONFIRMED
K05694.01,107.905,0.001667,-0.001667,CANDIDATE
K00326.02,108.547,0.002341,-0.002341,CANDIDATE
K02162.01,108.593,0.00113,-0.00113,CONFIRMED
K05950.01,109.439,0.003022,-0.003022,CANDIDATE
K01974.01,109.445,0.000434,-0.000434,CANDIDATE
K02744.01,109.647,0.0007071,-0.0007071,CONFIRMED
K05066.01,110.089,0.002362,-0.002362,FALSE POSITIVE
K06099.02,110.155,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K00284.04,110.287,0.0007428,-0.0007428,CONFIRMED
K03556.01,110.295,2.517e-05,-2.517e-05,FALSE POSITIVE
K00368.01,110.322,1.714e-05,-1.714e-05,FALSE POSITIVE
K00268.01,110.378,0.0002779,-0.0002779,CANDIDATE
K04120.01,110.462,0.002985,-0.002985,CANDIDATE
K01010.01,110.616,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K05136.01,110.752,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K02679.01,110.756,0.0005155,-0.0005155,CANDIDATE
K01623.01,110.922,0.0003585,-0.0003585,FALSE POSITIVE
K02020.01,110.964,0.0008471,-0.0008471,CONFIRMED
K02365.02,110.978,0.003333,-0.003333,CONFIRMED
K03711.01,111.04,0.0003737,-0.0003737,FALSE POSITIVE
K05885.01,111.149,0.002376,-0.002376,CANDIDATE
K05099.01,111.187,0.002496,-0.002496,CANDIDATE
K03555.01,111.32,2.065e-05,-2.065e-05,FALSE POSITIVE
K06142.02,111.655,0.0006737,-0.0006737,FALSE POSITIVE
K07672.01,111.742,0.001722,-0.001722,FALSE POSITIVE
K04742.01,112.303,0.001722,-0.001722,CONFIRMED
K06245.02,112.317,0.002042,-0.002042,CANDIDATE
K03567.01,112.464,7.557e-05,-7.557e-05,FALSE POSITIVE
K05779.01,112.482,0.00183,-0.00183,FALSE POSITIVE
K02782.01,112.646,0.001026,-0.001026,FALSE POSITIVE
K05003.01,112.951,0.003736,-0.003736,FALSE POSITIVE
K05533.01,113.06,3.5205e-05,-3.5205e-05,CANDIDATE
K03233.01,113.071,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K05817.01,113.084,0.002385,-0.002385,CANDIDATE
K05594.01,113.556,0.002608,-0.002608,FALSE POSITIVE
K05585.01,113.574,0.001397,-0.001397,CANDIDATE
K05821.01,113.714,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K05635.01,113.993,0.002636,-0.002636,FALSE POSITIVE
K05689.01,114.127,0.00164,-0.00164,CANDIDATE
K05368.01,114.25,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K06127.01,114.272,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K05429.01,114.329,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K04491.01,114.336,0.003815,-0.003815,CONFIRMED
K05869.01,114.406,0.0015,-0.0015,CANDIDATE
K08070.01,114.662,0.002195,-0.002195,FALSE POSITIVE
K05621.01,114.734,0.002841,-0.002841,FALSE POSITIVE
K01574.01,114.737,0.0001501,-0.0001501,CONFIRMED
K03582.01,114.909,2.006e-05,-2.006e-05,FALSE POSITIVE
K05931.01,115.2,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K02610.02,115.231,0.002097,-0.002097,CANDIDATE
K05035.01,115.231,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K04810.01,115.239,0.002522,-0.002522,CANDIDATE
K08219.01,115.284,0.03739,-0.03739,FALSE POSITIVE
K02624.01,115.686,0.0008968,-0.0008968,CONFIRMED
K03726.01,115.994,0.0001142,-0.0001142,FALSE POSITIVE
K08158.01,116.026,0.001344,-0.001344,FALSE POSITIVE
K05257.01,116.17,0.001681,-0.001681,FALSE POSITIVE
K05490.01,116.302,0.001798,-0.001798,FALSE POSITIVE
K01858.01,116.331,0.000611,-0.000611,CONFIRMED
K05625.01,116.454,0.001775,-0.001775,CANDIDATE
K02201.01,116.521,0.0007039,-0.0007039,FALSE POSITIVE
K02172.02,116.583,0.002231,-0.002231,CANDIDATE
K00427.03,117.034,0.001124,-0.001124,CONFIRMED
K08057.01,117.141,0.004469,-0.004469,FALSE POSITIVE
K05022.01,117.268,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K06218.01,117.634,0.002564,-0.002564,FALSE POSITIVE
K03593.01,117.681,1.735e-05,-1.735e-05,FALSE POSITIVE
K06100.02,117.685,0.002107,-0.002107,FALSE POSITIVE
K00365.02,117.761,0.002247,-0.002247,FALSE POSITIVE
K05650.01,117.845,0.002024,-0.002024,FALSE POSITIVE
K01288.01,117.931,8.377e-05,-8.377e-05,CONFIRMED
K07864.01,117.934,0.004953,-0.004953,FALSE POSITIVE
K07734.01,118.315,0.003362,-0.003362,FALSE POSITIVE
K00157.05,118.379,0.0003167,-0.0003167,CONFIRMED
K04739.01,118.404,0.1725,-0.1725,FALSE POSITIVE
K04392.01,118.61,0.007173,-0.007173,FALSE POSITIVE
K04023.01,119.019,0.0009192,-0.0009192,FALSE POSITIVE
K00865.01,119.021,0.0001179,-0.0001179,CANDIDATE
K01193.01,119.062,0.0001479,-0.0001479,CANDIDATE
K05461.01,119.08,0.003172,-0.003172,CANDIDATE
K02933.01,119.083,0.000515,-0.000515,FALSE POSITIVE
K01232.01,119.408,6.606e-05,-6.606e-05,FALSE POSITIVE
K04997.01,119.67,0.006829,-0.006829,FALSE POSITIVE
K01195.01,119.677,0.002139,-0.002139,FALSE POSITIVE
K03511.01,119.68,2.284e-05,-2.284e-05,FALSE POSITIVE
K02596.01,119.682,0.002821,-0.002821,FALSE POSITIVE
K03862.02,119.687,0.003636,-0.003636,FALSE POSITIVE
K04641.01,119.72,0.009767,-0.009767,FALSE POSITIVE
K00231.01,119.84,0.0001677,-0.0001677,FALSE POSITIVE
K01772.01,120.003,8.032e-05,-8.032e-05,FALSE POSITIVE
K01888.01,120.018,0.0006493,-0.0006493,CONFIRMED
K05820.01,120.17,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K03563.01,120.582,2.55e-05,-2.55e-05,FALSE POSITIVE
K05553.01,120.939,0.002468,-0.002468,CANDIDATE
K03929.01,121.06,0.000776,-0.000776,FALSE POSITIVE
K05137.01,121.183,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K01454.01,121.599,0.0001922,-0.0001922,FALSE POSITIVE
K05716.01,121.624,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K03195.01,121.707,0.01182,-0.01182,FALSE POSITIVE
K00612.03,122.08,0.0005677,-0.0005677,CANDIDATE
K07998.01,122.116,0.01898,-0.01898,CANDIDATE
K04384.01,122.358,0.004202,-0.004202,CONFIRMED
K00701.03,122.386,0.0005022,-0.0005022,CONFIRMED
K05499.01,122.585,0.01187,-0.01187,CANDIDATE
K05340.01,122.713,0.004663,-0.004663,FALSE POSITIVE
K04636.01,122.749,0.003595,-0.003595,CANDIDATE
K06103.02,122.805,0.0009181,-0.0009181,CANDIDATE
K01980.01,122.88,0.0006807,-0.0006807,CONFIRMED
K04154.02,122.907,0.00316,-0.00316,FALSE POSITIVE
K01926.01,123.115,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K00211.01,124.036,9.126e-05,-9.126e-05,CANDIDATE
K05601.01,124.091,0.003319,-0.003319,FALSE POSITIVE
K01423.01,124.42,0.0003491,-0.0003491,CONFIRMED
K00711.03,124.525,0.0005536,-0.0005536,CONFIRMED
K04076.01,124.828,0.001263,-0.001263,CONFIRMED
K05426.01,124.887,0.002758,-0.002758,CANDIDATE
K00351.07,124.923,0.002816,-0.002816,CANDIDATE
K03510.01,124.936,8.341e-05,-8.341e-05,FALSE POSITIVE
K01639.01,125.043,0.02108,-0.02108,FALSE POSITIVE
K05942.01,125.278,0.003023,-0.003023,FALSE POSITIVE
K07741.01,125.288,0.001939,-0.001939,FALSE POSITIVE
K04016.01,125.413,0.0003895,-0.0003895,CONFIRMED
K01970.02,125.602,0.001114,-0.001114,CONFIRMED
K00372.01,125.629,0.0002405,-0.0002405,CONFIRMED
K01353.01,125.865,5.732e-05,-5.732e-05,CONFIRMED
K05210.01,125.958,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K02683.01,126.445,0.0004318,-0.0004318,CANDIDATE
K06097.04,126.506,0.007869,-0.007869,FALSE POSITIVE
K05006.01,126.515,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K04066.01,126.557,0.001217,-0.001217,CANDIDATE
K06158.02,126.578,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K05358.01,126.586,0.003678,-0.003678,CANDIDATE
K01486.01,127.282,0.0001696,-0.0001696,CONFIRMED
K05033.01,127.672,0.00219,-0.00219,CANDIDATE
K01335.01,127.833,0.000404,-0.000404,CONFIRMED
K00564.02,127.905,0.000319,-0.000319,CONFIRMED
K07879.01,128.209,0.00198,-0.00198,FALSE POSITIVE
K05537.01,128.668,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K06971.01,129.223,0.002682,-0.002682,CANDIDATE
K02940.01,129.684,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K06538.01,129.847,0.005348,-0.005348,CANDIDATE
K00571.05,129.945,0.001556,-0.001556,CONFIRMED
K05669.01,130.111,0.002352,-0.002352,FALSE POSITIVE
K00620.02,130.178,7.629e-05,-7.629e-05,CONFIRMED
K07889.01,130.235,0.00303,-0.00303,CANDIDATE
K01790.01,130.354,0.0002139,-0.0002139,CONFIRMED
K03737.01,130.419,0.0001751,-0.0001751,FALSE POSITIVE
K02469.01,131.188,0.001563,-0.001563,CANDIDATE
K06168.01,131.259,0.003652,-0.003652,FALSE POSITIVE
K02294.01,131.485,0.001433,-0.001433,CANDIDATE
K06199.01,131.68,0.01592,-0.01592,FALSE POSITIVE
K03578.01,131.736,1.521e-05,-1.521e-05,FALSE POSITIVE
K03521.01,131.978,6.99e-06,-6.99e-06,FALSE POSITIVE
K05870.01,132.114,0.002469,-0.002469,FALSE POSITIVE
K01807.01,132.133,0.0003369,-0.0003369,CANDIDATE
K04507.01,132.778,0.002066,-0.002066,FALSE POSITIVE
K02762.01,132.996,0.0008734,-0.0008734,CONFIRMED
K04015.01,133.303,0.001334,-0.001334,CONFIRMED
K01261.01,133.461,0.0002571,-0.0002571,CONFIRMED
K02537.01,133.516,0.003484,-0.003484,FALSE POSITIVE
K07749.01,133.635,0.0009309,-0.0009309,CANDIDATE
K01826.01,134.252,0.0005467,-0.0005467,CONFIRMED
K05881.01,134.359,0.005221,-0.005221,FALSE POSITIVE
K08072.01,134.371,0.008664,-0.008664,FALSE POSITIVE
K07283.01,134.414,0.004797,-0.004797,CANDIDATE
K04552.01,134.466,0.1448,-0.1448,FALSE POSITIVE
K01783.01,134.479,0.0001705,-0.0001705,CANDIDATE
K02394.01,134.763,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K02526.01,134.967,0.01484,-0.01484,FALSE POSITIVE
K00373.01,135.188,0.000317,-0.000317,CANDIDATE
K03251.01,135.223,0.007923,-0.007923,FALSE POSITIVE
K08140.01,135.429,0.003708,-0.003708,FALSE POSITIVE
K02681.01,135.498,0.0003364,-0.0003364,CONFIRMED
K03201.01,135.572,0.01322,-0.01322,FALSE POSITIVE
K03520.01,135.586,2.542e-06,-2.542e-06,CANDIDATE
K01617.01,135.908,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K01556.01,135.912,0.0002195,-0.0002195,FALSE POSITIVE
K02834.01,136.205,0.001384,-0.001384,CONFIRMED
K05534.01,136.356,0.002262,-0.002262,FALSE POSITIVE
K05181.01,136.83,0.002708,-0.002708,FALSE POSITIVE
K05388.01,137.396,0.006133,-0.006133,FALSE POSITIVE
K07669.01,137.666,0.001825,-0.001825,FALSE POSITIVE
K01226.01,137.76,3.352e-05,-3.352e-05,FALSE POSITIVE
K01902.01,137.865,0.0003045,-0.0003045,FALSE POSITIVE
K05048.01,138.334,0.00169,-0.00169,CANDIDATE
K02902.01,138.612,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K08179.01,138.629,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K03966.01,138.944,0.001311,-0.001311,CONFIRMED
K05051.01,139.542,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K01001.02,140.108,0.00187,-0.00187,CONFIRMED
K03504.02,140.244,3.5205e-05,-3.5205e-05,CANDIDATE
K04550.01,140.252,0.001677,-0.001677,CANDIDATE
K05663.01,140.885,0.002615,-0.002615,CANDIDATE
K05309.01,141.006,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K03680.01,141.242,9.485e-05,-9.485e-05,CANDIDATE
K08089.01,141.4,0.001543,-0.001543,CANDIDATE
K03936.01,141.609,0.0007182,-0.0007182,FALSE POSITIVE
K03787.01,141.734,5.011e-05,-5.011e-05,FALSE POSITIVE
K05197.01,142.204,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K02028.03,142.545,0.002746,-0.002746,CONFIRMED
K01319.02,142.686,0.007164,-0.007164,FALSE POSITIVE
K04771.01,142.704,0.002266,-0.002266,CANDIDATE
K06176.01,143.097,0.01527,-0.01527,CANDIDATE
K03526.01,143.119,4.133e-05,-4.133e-05,FALSE POSITIVE
K05119.01,143.164,0.0024,-0.0024,CANDIDATE
K04128.01,143.196,0.002687,-0.002687,FALSE POSITIVE
K00806.01,143.206,0.0002348,-0.0002348,CONFIRMED
K00129.02,143.211,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K06245.01,144.103,0.002815,-0.002815,FALSE POSITIVE
K01581.02,144.552,0.002496,-0.002496,CONFIRMED
K01310.02,144.689,0.00506,-0.00506,CANDIDATE
K00147.01,145.562,0.0003426,-0.0003426,FALSE POSITIVE
K07995.01,145.751,0.00357,-0.00357,FALSE POSITIVE
K04242.01,145.787,0.002417,-0.002417,CANDIDATE
K02906.02,145.882,0.005153,-0.005153,CANDIDATE
K04971.01,146.355,0.003975,-0.003975,FALSE POSITIVE
K05215.01,146.932,0.004532,-0.004532,FALSE POSITIVE
K02373.01,147.281,0.001212,-0.001212,CANDIDATE
K04856.01,147.388,0.002736,-0.002736,CANDIDATE
K04427.01,147.662,0.001501,-0.001501,CANDIDATE
K05102.01,147.864,0.002313,-0.002313,FALSE POSITIVE
K02066.01,147.974,0.00116,-0.00116,CANDIDATE
K05476.01,148.179,0.005653,-0.005653,CANDIDATE
K01258.03,148.272,0.0008254,-0.0008254,CANDIDATE
K01986.01,148.46,0.0007802,-0.0007802,CONFIRMED
K04519.01,148.569,0.001881,-0.001881,CANDIDATE
K05314.01,148.667,0.002936,-0.002936,FALSE POSITIVE
K05198.01,149.237,0.002931,-0.002931,FALSE POSITIVE
K05631.01,149.357,0.005784,-0.005784,FALSE POSITIVE
K05170.01,149.526,0.002285,-0.002285,FALSE POSITIVE
K01426.03,150.019,0.0001744,-0.0001744,CANDIDATE
K01503.01,150.241,0.0005486,-0.0005486,CONFIRMED
K02183.03,150.382,0.004401,-0.004401,FALSE POSITIVE
K05362.01,150.7,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K05902.01,150.728,0.002327,-0.002327,CANDIDATE
K01822.01,150.878,0.0005029,-0.0005029,CANDIDATE
K05158.01,151.13,0.01071,-0.01071,CANDIDATE
K06160.01,151.318,0.01059,-0.01059,FALSE POSITIVE
K05970.01,151.577,0.002864,-0.002864,FALSE POSITIVE
K05633.01,151.779,0.002291,-0.002291,CANDIDATE
K00581.02,151.864,0.001387,-0.001387,CONFIRMED
K00655.02,151.885,0.0009564,-0.0009564,CONFIRMED
K00353.01,152.106,0.000258,-0.000258,CANDIDATE
K03533.01,152.151,5.686e-05,-5.686e-05,FALSE POSITIVE
K04667.01,152.824,0.004556,-0.004556,CANDIDATE
K03890.01,152.826,0.0007133,-0.0007133,CANDIDATE
K01718.02,153.349,0.004914,-0.004914,CONFIRMED
K04922.01,153.521,0.004335,-0.004335,FALSE POSITIVE
K07872.01,153.726,0.001731,-0.001731,FALSE POSITIVE
K04202.01,153.979,0.001726,-0.001726,CONFIRMED
K06214.02,154.537,0.005439,-0.005439,FALSE POSITIVE
K00337.02,154.607,0.004279,-0.004279,CANDIDATE
K04466.01,154.674,0.004601,-0.004601,CANDIDATE
K00622.01,155.042,0.0004007,-0.0004007,CANDIDATE
K05052.01,155.046,0.001509,-0.001509,FALSE POSITIVE
K03536.01,156.517,2.81e-05,-2.81e-05,FALSE POSITIVE
K00316.02,157.066,0.0006468,-0.0006468,CONFIRMED
K03539.01,157.323,8.854e-05,-8.854e-05,FALSE POSITIVE
K02584.01,157.821,0.01653,-0.01653,FALSE POSITIVE
K03923.01,158.323,0.0003002,-0.0003002,FALSE POSITIVE
K04544.01,158.348,0.003188,-0.003188,FALSE POSITIVE
K01162.01,158.685,0.000466,-0.000466,CONFIRMED
K05235.01,159.058,0.01275,-0.01275,FALSE POSITIVE
K02841.01,159.389,0.003488,-0.003488,CANDIDATE
K00401.02,160.019,0.0005208,-0.0005208,CONFIRMED
K03901.01,160.131,0.00172,-0.00172,CONFIRMED
K08136.01,160.243,0.002497,-0.002497,FALSE POSITIVE
K04319.01,160.412,0.0009973,-0.0009973,FALSE POSITIVE
K04307.01,160.85,0.003764,-0.003764,CANDIDATE
K03678.01,160.885,8.794e-05,-8.794e-05,CONFIRMED
K03036.01,161.24,0.004213,-0.004213,FALSE POSITIVE
K03806.01,161.252,0.001629,-0.001629,FALSE POSITIVE
K03820.01,161.253,0.001333,-0.001333,FALSE POSITIVE
K03155.01,161.253,0.0003288,-0.0003288,FALSE POSITIVE
K03843.01,161.254,0.003483,-0.003483,FALSE POSITIVE
K00633.01,161.475,0.0008462,-0.0008462,CONFIRMED
K02078.02,161.516,0.001258,-0.001258,CONFIRMED
K01099.01,161.528,0.0003206,-0.0003206,CONFIRMED
K05044.01,161.538,0.005426,-0.005426,FALSE POSITIVE
K05736.01,161.652,0.002234,-0.002234,CANDIDATE
K00998.01,161.788,3.539e-05,-3.539e-05,FALSE POSITIVE
K01271.01,162.048,0.0001153,-0.0001153,CANDIDATE
K05315.01,163.105,0.003791,-0.003791,FALSE POSITIVE
K04030.02,163.515,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K04051.01,163.692,0.001319,-0.001319,CONFIRMED
K05969.01,163.82,0.002296,-0.002296,FALSE POSITIVE
K05952.01,164.507,0.00452,-0.00452,CANDIDATE
K02515.01,164.575,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K04181.02,164.689,0.003776,-0.003776,FALSE POSITIVE
K03761.01,164.95,0.002941,-0.002941,FALSE POSITIVE
K02689.01,165.345,0.000301,-0.000301,CANDIDATE
K03528.01,165.406,1.14e-05,-1.14e-05,FALSE POSITIVE
K01230.01,165.74,0.0001766,-0.0001766,CANDIDATE
K00267.01,165.756,0.01043,-0.01043,FALSE POSITIVE
K00415.01,166.788,0.0001312,-0.0001312,CANDIDATE
K06115.01,168.669,3.5205e-05,-3.5205e-05,CANDIDATE
K05039.01,168.771,0.01087,-0.01087,FALSE POSITIVE
K04036.01,168.811,0.002102,-0.002102,CONFIRMED
K04317.01,168.847,0.01083,-0.01083,FALSE POSITIVE
K06185.01,168.858,0.007528,-0.007528,FALSE POSITIVE
K04054.01,169.135,0.001553,-0.001553,CANDIDATE
K05107.01,169.331,0.002482,-0.002482,CANDIDATE
K05839.01,169.415,0.003827,-0.003827,CANDIDATE
K01477.01,169.498,0.0006769,-0.0006769,CANDIDATE
K05656.01,169.848,3.5205e-05,-3.5205e-05,CANDIDATE
K04639.01,169.894,0.003102,-0.003102,FALSE POSITIVE
K02670.01,170.866,0.000125,-0.000125,FALSE POSITIVE
K04367.01,170.996,0.00123,-0.00123,CANDIDATE
K05224.01,171.029,0.004428,-0.004428,CANDIDATE
K08102.01,171.047,0.001613,-0.001613,FALSE POSITIVE
K05658.01,171.698,0.004121,-0.004121,FALSE POSITIVE
K02203.02,172.179,0.002068,-0.002068,FALSE POSITIVE
K08278.01,172.281,0.00995,-0.00995,FALSE POSITIVE
K05859.01,172.622,0.004208,-0.004208,FALSE POSITIVE
K00374.01,172.705,0.0004753,-0.0004753,CONFIRMED
K07833.01,172.82,0.005097,-0.005097,CANDIDATE
K03210.01,173.069,0.01321,-0.01321,FALSE POSITIVE
K05580.01,173.22,0.002862,-0.002862,FALSE POSITIVE
K04253.01,173.258,0.0008167,-0.0008167,CANDIDATE
K00364.01,173.929,3.5205e-05,-3.5205e-05,CANDIDATE
K04356.01,174.51,0.002148,-0.002148,CONFIRMED
K02750.01,174.636,0.002022,-0.002022,CANDIDATE
