kepoi_name,koi_period,koi_prad,koi_teq,koi_disposition
K07289.01,1.93045,3.52e-07,-3.52e-07,FALSE POSITIVE
K02035.01,1.93156,1.502e-05,-1.502e-05,CONFIRMED
K07873.01,1.93189,1.035e-05,-1.035e-05,CANDIDATE
K01515.01,1.93703,2.605e-06,-2.605e-06,CONFIRMED
K07499.01,1.94164,1.19e-07,-1.19e-07,FALSE POSITIVE
K03200.01,1.94469,5.782e-05,-5.782e-05,FALSE POSITIVE
K06393.01,1.94591,5.64e-07,-5.64e-07,FALSE POSITIVE
K05986.01,1.9462,2.68e-07,-2.68e-07,FALSE POSITIVE
K06553.01,1.9497,1.05e-07,-1.05e-07,FALSE POSITIVE
K00064.01,1.95108,3.888e-06,-3.888e-06,CANDIDATE
K06615.01,1.9512,1.715e-05,-1.715e-05,FALSE POSITIVE
K02723.01,1.95271,2.256e-06,-2.256e-06,CANDIDATE
K07524.01,1.95329,4.67e-07,-4.67e-07,FALSE POSITIVE
K01922.01,1.95453,3.283e-06,-3.283e-06,CONFIRMED
K00882.01,1.95681,1.059e-06,-1.059e-06,FALSE POSITIVE
K02438.01,1.95858,8.678e-06,-8.678e-06,FALSE POSITIVE
K06401.01,1.96134,1.126e-05,-1.126e-05,CANDIDATE
K04613.01,1.96228,9.845e-06,-9.845e-06,CANDIDATE
K02514.01,1.96433,1.611e-05,-1.611e-05,FALSE POSITIVE
K07232.01,1.96683,2.148e-05,-2.148e-05,CANDIDATE
K01845.01,1.97034,2.276e-06,-2.276e-06,CONFIRMED
K06298.01,1.97362,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K01176.01,1.97376,9.9e-08,-9.9e-08,CONFIRMED
K04274.01,1.97507,1.386e-05,-1.386e-05,CANDIDATE
K04884.01,1.97515,3.13e-05,-3.13e-05,FALSE POSITIVE
K04224.01,1.97521,8.234e-06,-8.234e-06,FALSE POSITIVE
K04749.01,1.9765,1.096e-05,-1.096e-05,CANDIDATE
K00339.01,1.98036,2.322e-06,-2.322e-06,CONFIRMED
K07970.01,1.98515,1.19e-05,-1.19e-05,CANDIDATE
K06048.01,1.98559,9.5e-08,-9.5e-08,FALSE POSITIVE
K03757.01,1.98664,1.253e-05,-1.253e-05,FALSE POSITIVE
K02203.01,1.99043,1.014e-05,-1.014e-05,FALSE POSITIVE
K06376.01,1.9921,1.93e-07,-1.93e-07,FALSE POSITIVE
K01681.02,1.99281,7.832e-06,-7.832e-06,FALSE POSITIVE
K07793.01,1.99469,4.991e-05,-4.991e-05,CANDIDATE
K07794.01,1.99492,5.113e-05,-5.113e-05,FALSE POSITIVE
K02777.01,1.99566,2.996e-05,-2.996e-05,FALSE POSITIVE
K06700.01,1.99567,1.836e-05,-1.836e-05,FALSE POSITIVE
K06729.01,1.99573,2.49e-07,-2.49e-07,FALSE POSITIVE
K08252.01,1.99638,6.106e-05,-6.106e-05,FALSE POSITIVE
K07437.01,1.99972,1.979e-05,-1.979e-05,CANDIDATE
K00985.01,2.00278,7.647e-06,-7.647e-06,FALSE POSITIVE
K07395.01,2.00281,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K06801.01,2.00384,2.663e-05,-2.663e-05,FALSE POSITIVE
K02859.02,2.00541,9.872e-06,-9.872e-06,CONFIRMED
K02731.01,2.00775,6.509e-06,-6.509e-06,FALSE POSITIVE
K07645.01,2.00871,3.039e-05,-3.039e-05,CANDIDATE
K03019.02,2.01209,1.945e-05,-1.945e-05,CANDIDATE
K07146.01,2.01515,9.6e-08,-9.6e-08,FALSE POSITIVE
K02565.01,2.01949,1.644e-05,-1.644e-05,FALSE POSITIVE
K00579.01,2.02,2.758e-06,-2.758e-06,CONFIRMED
K04340.01,2.02266,2.384e-05,-2.384e-05,FALSE POSITIVE
K00529.01,2.02312,1.254e-06,-1.254e-06,FALSE POSITIVE
K02891.01,2.02313,5.949e-06,-5.949e-06,FALSE POSITIVE
K00343.02,2.02414,2.059e-06,-2.059e-06,CONFIRMED
K01916.03,2.02482,1.002e-05,-1.002e-05,CONFIRMED
K03748.02,2.02488,3.766e-05,-3.766e-05,FALSE POSITIVE
K06561.01,2.02558,2.71e-07,-2.71e-07,FALSE POSITIVE
K06044.01,2.02738,8.47e-07,-8.47e-07,FALSE POSITIVE
K07242.01,2.02851,1.95e-07,-1.95e-07,FALSE POSITIVE
K02339.01,2.03232,4.589e-06,-4.589e-06,CONFIRMED
K02387.01,2.03232,5.327e-06,-5.327e-06,CONFIRMED
K02994.01,2.03387,1.408e-05,-1.408e-05,CONFIRMED
K07333.01,2.03743,3.057e-05,-3.057e-05,FALSE POSITIVE
K02320.01,2.03744,1.732e-05,-1.732e-05,FALSE POSITIVE
K01173.01,2.03744,9.676e-06,-9.676e-06,FALSE POSITIVE
K05797.01,2.03745,4.3e-08,-4.3e-08,FALSE POSITIVE
K00744.02,2.03746,1.472e-05,-1.472e-05,FALSE POSITIVE
K07351.01,2.04517,2.54e-07,-2.54e-07,FALSE POSITIVE
K03082.01,2.04517,1.337e-05,-1.337e-05,FALSE POSITIVE
K04549.01,2.04816,1.749e-05,-1.749e-05,CANDIDATE
K04714.01,2.0496,8.793e-06,-8.793e-06,CANDIDATE
K03748.01,2.05044,1.298e-06,-1.298e-06,FALSE POSITIVE
K04678.01,2.05048,2.192e-05,-2.192e-05,FALSE POSITIVE
K00897.01,2.05235,1.37e-07,-1.37e-07,CONFIRMED
K02075.01,2.05334,7.397e-06,-7.397e-06,CONFIRMED
K06235.01,2.05387,7.86e-07,-7.86e-07,FALSE POSITIVE
K01425.01,2.05388,3.356e-06,-3.356e-06,CONFIRMED
K02184.01,2.0575,8.567e-06,-8.567e-06,FALSE POSITIVE
K00573.02,2.06191,5.013e-06,-5.013e-06,CONFIRMED
K06050.01,2.0649,1.233e-06,-1.233e-06,FALSE POSITIVE
K01698.01,2.06535,8.985e-06,-8.985e-06,FALSE POSITIVE
K07403.01,2.06942,2.95e-07,-2.95e-07,FALSE POSITIVE
K07276.01,2.07194,1.1e-07,-1.1e-07,FALSE POSITIVE
K06510.01,2.07218,3.94e-07,-3.94e-07,FALSE POSITIVE
K06205.01,2.07387,6.787e-06,-6.787e-06,FALSE POSITIVE
K03705.01,2.08043,3.98e-07,-3.98e-07,FALSE POSITIVE
K03701.01,2.08043,1.521e-06,-1.521e-06,FALSE POSITIVE
K00024.01,2.08608,1.392e-06,-1.392e-06,FALSE POSITIVE
K03572.01,2.08608,1.072e-06,-1.072e-06,CANDIDATE
K07594.01,2.08803,2.365e-05,-2.365e-05,CANDIDATE
K00834.04,2.09081,9.571e-06,-9.571e-06,CONFIRMED
K00597.02,2.09227,5.814e-06,-5.814e-06,CONFIRMED
K02404.01,2.10082,1.482e-05,-1.482e-05,CANDIDATE
K01292.01,2.10242,1.311e-06,-1.311e-06,FALSE POSITIVE
K03619.01,2.10324,6.22e-07,-6.22e-07,FALSE POSITIVE
K06171.01,2.10324,1.35e-07,-1.35e-07,FALSE POSITIVE
K06939.01,2.10413,2.131e-05,-2.131e-05,FALSE POSITIVE
K02662.01,2.10434,4.467e-06,-4.467e-06,CONFIRMED
K00526.01,2.10472,8.86e-07,-8.86e-07,CONFIRMED
K06932.01,2.10524,3.04e-07,-3.04e-07,FALSE POSITIVE
K03657.01,2.1124,1.051e-06,-1.051e-06,FALSE POSITIVE
K03884.01,2.11241,3.989e-06,-3.989e-06,FALSE POSITIVE
K06922.01,2.1132,2.04e-07,-2.04e-07,FALSE POSITIVE
K01464.01,2.1132,3.024e-06,-3.024e-06,FALSE POSITIVE
K03011.01,2.11548,2.43e-05,-2.43e-05,FALSE POSITIVE
K04174.01,2.11549,2.142e-05,-2.142e-05,FALSE POSITIVE
K01994.01,2.1155,7.345e-06,-7.345e-06,FALSE POSITIVE
K06321.01,2.11551,3.11e-07,-3.11e-07,FALSE POSITIVE
K03635.01,2.11551,3.391e-06,-3.391e-06,FALSE POSITIVE
K02157.01,2.11552,1.536e-05,-1.536e-05,FALSE POSITIVE
K03112.01,2.11889,7.715e-06,-7.715e-06,CANDIDATE
K03802.01,2.1191,2.796e-06,-2.796e-06,FALSE POSITIVE
K03688.01,2.11911,2.572e-06,-2.572e-06,FALSE POSITIVE
K01924.01,2.11913,2.116e-05,-2.116e-05,CANDIDATE
K02639.02,2.12102,9.045e-06,-9.045e-06,CANDIDATE
K02792.01,2.12822,1.115e-05,-1.115e-05,CONFIRMED
K07143.01,2.13123,1.639e-06,-1.639e-06,FALSE POSITIVE
K03208.01,2.13166,9.485e-06,-9.485e-06,CANDIDATE
K02586.01,2.13195,6.449e-06,-6.449e-06,CONFIRMED
K06025.01,2.13658,1.293e-06,-1.293e-06,FALSE POSITIVE
K07183.01,2.13683,3.52e-07,-3.52e-07,FALSE POSITIVE
K01548.01,2.13933,1.134e-06,-1.134e-06,FALSE POSITIVE
K01240.01,2.13956,3.111e-06,-3.111e-06,CONFIRMED
K07254.01,2.14344,3.6e-07,-3.6e-07,FALSE POSITIVE
K01450.01,2.14463,1.266e-06,-1.266e-06,CONFIRMED
K03550.01,2.14822,3.17e-07,-3.17e-07,FALSE POSITIVE
K06494.01,2.15045,1.951e-05,-1.951e-05,FALSE POSITIVE
K04682.01,2.15052,2.152e-05,-2.152e-05,FALSE POSITIVE
K06208.01,2.15121,7.526e-06,-7.526e-06,FALSE POSITIVE
K06125.01,2.15138,8.1e-08,-8.1e-08,FALSE POSITIVE
K04147.01,2.15293,1.057e-05,-1.057e-05,FALSE POSITIVE
K00085.02,2.15491,2.507e-06,-2.507e-06,CONFIRMED
K01227.01,2.15528,1.009e-06,-1.009e-06,FALSE POSITIVE
K04038.01,2.15682,1.724e-05,-1.724e-05,FALSE POSITIVE
K03990.01,2.1584,1.421e-05,-1.421e-05,FALSE POSITIVE
K06703.01,2.1584,2.315e-06,-2.315e-06,FALSE POSITIVE
K06890.01,2.15889,1.562e-05,-1.562e-05,CANDIDATE
K04517.01,2.16133,1.63e-05,-1.63e-05,FALSE POSITIVE
K07443.01,2.16147,4.274e-05,-4.274e-05,FALSE POSITIVE
K07377.01,2.16158,1.096e-06,-1.096e-06,FALSE POSITIVE
K06308.01,2.16357,3.04e-07,-3.04e-07,FALSE POSITIVE
K05619.01,2.16403,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K02839.01,2.16457,6.423e-06,-6.423e-06,CONFIRMED
K02104.01,2.16845,2.811e-06,-2.811e-06,CONFIRMED
K01317.01,2.17183,7.52e-07,-7.52e-07,FALSE POSITIVE
K06775.01,2.17204,8.79e-07,-8.79e-07,FALSE POSITIVE
K01674.01,2.17258,7.969e-06,-7.969e-06,FALSE POSITIVE
K02962.01,2.17291,1.396e-05,-1.396e-05,CANDIDATE
K06077.01,2.17355,3.092e-06,-3.092e-06,FALSE POSITIVE
K02470.01,2.1749,1.487e-05,-1.487e-05,FALSE POSITIVE
K05615.01,2.17492,3.898e-06,-3.898e-06,FALSE POSITIVE
K04788.01,2.17812,1.978e-05,-1.978e-05,FALSE POSITIVE
K08006.01,2.17813,1.686e-05,-1.686e-05,FALSE POSITIVE
K04675.01,2.17813,2.623e-05,-2.623e-05,FALSE POSITIVE
K07996.01,2.17814,2.491e-05,-2.491e-05,FALSE POSITIVE
K07193.01,2.17814,1.566e-05,-1.566e-05,FALSE POSITIVE
K07939.01,2.17814,6.472e-06,-6.472e-06,FALSE POSITIVE
K07210.02,2.17815,1.321e-05,-1.321e-05,FALSE POSITIVE
K00713.01,2.17815,1.825e-06,-1.825e-06,FALSE POSITIVE
K00712.01,2.17815,5.367e-06,-5.367e-06,FALSE POSITIVE
K04175.01,2.17815,1.383e-05,-1.383e-05,FALSE POSITIVE
K01504.01,2.17815,2.501e-06,-2.501e-06,FALSE POSITIVE
K03860.01,2.17815,2.707e-06,-2.707e-06,FALSE POSITIVE
K04239.01,2.17816,1.383e-05,-1.383e-05,FALSE POSITIVE
K04250.01,2.17819,1.527e-05,-1.527e-05,FALSE POSITIVE
K04433.01,2.17824,2.245e-05,-2.245e-05,FALSE POSITIVE
K06189.01,2.17992,6.5e-08,-6.5e-08,FALSE POSITIVE
K04203.01,2.18079,1.132e-05,-1.132e-05,FALSE POSITIVE
K03606.01,2.18156,2.901e-06,-2.901e-06,FALSE POSITIVE
K04265.01,2.18242,2.437e-05,-2.437e-05,FALSE POSITIVE
K06869.01,2.18252,5.08e-07,-5.08e-07,FALSE POSITIVE
K06391.01,2.18352,1.891e-06,-1.891e-06,FALSE POSITIVE
K03119.01,2.18444,6.441e-06,-6.441e-06,CANDIDATE
K02059.02,2.18566,1.714e-05,-1.714e-05,CANDIDATE
K04447.01,2.1866,1.056e-05,-1.056e-05,CANDIDATE
K04847.01,2.18908,1.61e-05,-1.61e-05,FALSE POSITIVE
K03915.01,2.18909,4.373e-06,-4.373e-06,FALSE POSITIVE
K03950.01,2.18909,2.31e-06,-2.31e-06,FALSE POSITIVE
K06423.01,2.1891,3.323e-05,-3.323e-05,FALSE POSITIVE
K03976.01,2.1891,2.011e-06,-2.011e-06,FALSE POSITIVE
K04011.01,2.19069,1.183e-05,-1.183e-05,CANDIDATE
K03642.01,2.192,1.463e-06,-1.463e-06,FALSE POSITIVE
K00603.01,2.19201,1.528e-06,-1.528e-06,FALSE POSITIVE
K02169.04,2.19252,3.267e-05,-3.267e-05,CANDIDATE
K05307.01,2.1951,1.424e-05,-1.424e-05,FALSE POSITIVE
K06814.01,2.19636,2.87e-07,-2.87e-07,FALSE POSITIVE
K06813.01,2.19643,5.741e-05,-5.741e-05,FALSE POSITIVE
K01763.01,2.19906,1.862e-05,-1.862e-05,FALSE POSITIVE
K07336.01,2.19907,6.7e-08,-6.7e-08,FALSE POSITIVE
K03910.01,2.19908,7.303e-06,-7.303e-06,FALSE POSITIVE
K00002.01,2.20474,4.3e-08,-4.3e-08,CONFIRMED
K04267.01,2.2083,1.798e-05,-1.798e-05,CANDIDATE
K04400.01,2.20923,1.472e-05,-1.472e-05,CONFIRMED
K04522.01,2.21031,1.984e-05,-1.984e-05,FALSE POSITIVE
K00904.01,2.21112,2.691e-06,-2.691e-06,CONFIRMED
K06709.01,2.21275,0.0001046,-0.0001046,FALSE POSITIVE
K06722.01,2.21288,1.05e-07,-1.05e-07,FALSE POSITIVE
K04186.01,2.21316,1.386e-05,-1.386e-05,FALSE POSITIVE
K07801.01,2.21396,2.323e-05,-2.323e-05,FALSE POSITIVE
K06818.01,2.21396,4.51e-07,-4.51e-07,FALSE POSITIVE
K03126.01,2.21397,2.425e-05,-2.425e-05,FALSE POSITIVE
K07013.01,2.21403,1.23e-07,-1.23e-07,FALSE POSITIVE
K07950.01,2.21568,2.932e-05,-2.932e-05,FALSE POSITIVE
K02778.01,2.21571,7.627e-06,-7.627e-06,CONFIRMED
K02678.02,2.21659,0.00033,-0.00033,CANDIDATE
K04465.01,2.21701,1.586e-05,-1.586e-05,FALSE POSITIVE
K00489.01,2.21704,3.103e-06,-3.103e-06,FALSE POSITIVE
K07623.01,2.22273,2.444e-05,-2.444e-05,FALSE POSITIVE
K02715.02,2.2265,5.317e-06,-5.317e-06,CONFIRMED
K01042.01,2.22772,2.546e-06,-2.546e-06,FALSE POSITIVE
K01964.01,2.22933,6.272e-06,-6.272e-06,CANDIDATE
K01550.01,2.2338,9.59e-07,-9.59e-07,FALSE POSITIVE
K06430.01,2.23416,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K00453.01,2.2361,2.977e-06,-2.977e-06,FALSE POSITIVE
K02362.01,2.23718,7.774e-06,-7.774e-06,FALSE POSITIVE
K00861.01,2.23749,5.022e-06,-5.022e-06,CONFIRMED
K04800.01,2.23756,4.878e-05,-4.878e-05,FALSE POSITIVE
K01713.02,2.24049,3.666e-06,-3.666e-06,CONFIRMED
K06419.01,2.24294,2.115e-05,-2.115e-05,FALSE POSITIVE
K06112.01,2.24302,4.5e-08,-4.5e-08,FALSE POSITIVE
K01333.01,2.24302,4.519e-06,-4.519e-06,FALSE POSITIVE
K07690.01,2.24304,4.874e-05,-4.874e-05,FALSE POSITIVE
K00778.01,2.24338,2.67e-06,-2.67e-06,CONFIRMED
K07131.01,2.24357,2.49e-07,-2.49e-07,CANDIDATE
K03695.01,2.2446,3.383e-06,-3.383e-06,FALSE POSITIVE
K06846.01,2.24572,2.335e-05,-2.335e-05,FALSE POSITIVE
K06845.01,2.24574,2.28e-07,-2.28e-07,FALSE POSITIVE
K03872.01,2.24806,4.217e-06,-4.217e-06,FALSE POSITIVE
K01835.02,2.24829,2.61e-06,-2.61e-06,CONFIRMED
K05714.01,2.249,5.31e-07,-5.31e-07,FALSE POSITIVE
K07881.01,2.25021,0.0001633,-0.0001633,FALSE POSITIVE
K00328.01,2.25083,1.053e-06,-1.053e-06,FALSE POSITIVE
K07751.01,2.25161,1.888e-05,-1.888e-05,FALSE POSITIVE
K03658.01,2.25242,1.261e-06,-1.261e-06,FALSE POSITIVE
K07428.01,2.25282,1.34e-07,-1.34e-07,FALSE POSITIVE
K07429.01,2.25285,2.755e-05,-2.755e-05,FALSE POSITIVE
K02764.01,2.25298,8.335e-06,-8.335e-06,CANDIDATE
K06836.01,2.25354,4.09e-07,-4.09e-07,FALSE POSITIVE
K01699.01,2.25355,8.201e-06,-8.201e-06,FALSE POSITIVE
K06748.01,2.26447,5.38e-07,-5.38e-07,FALSE POSITIVE
K03691.02,2.26632,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K02421.01,2.2705,1.155e-05,-1.155e-05,CANDIDATE
K04424.01,2.27165,2.105e-05,-2.105e-05,CONFIRMED
K01578.01,2.27191,1.299e-05,-1.299e-05,FALSE POSITIVE
K07481.01,2.27463,1.43e-07,-1.43e-07,FALSE POSITIVE
K02924.01,2.27952,8.536e-06,-8.536e-06,CONFIRMED
K01447.02,2.28,1.07e-06,-1.07e-06,FALSE POSITIVE
K06094.01,2.28347,3.023e-06,-3.023e-06,FALSE POSITIVE
K06672.01,2.28494,1.043e-05,-1.043e-05,CANDIDATE
K02476.01,2.28607,2.379e-05,-2.379e-05,FALSE POSITIVE
K03978.01,2.28613,1.887e-05,-1.887e-05,FALSE POSITIVE
K07295.01,2.28752,2.18e-07,-2.18e-07,FALSE POSITIVE
K02017.01,2.29504,1.29e-05,-1.29e-05,CONFIRMED
K04484.01,2.29795,2.025e-05,-2.025e-05,CANDIDATE
K06998.01,2.30119,1.376e-06,-1.376e-06,FALSE POSITIVE
K03826.01,2.30121,1.186e-05,-1.186e-05,FALSE POSITIVE
K03175.01,2.30237,3.006e-06,-3.006e-06,FALSE POSITIVE
K02360.01,2.30368,1.307e-05,-1.307e-05,FALSE POSITIVE
K07397.01,2.3051,1.068e-06,-1.068e-06,FALSE POSITIVE
K06081.01,2.3059,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K04966.01,2.31164,1.051e-05,-1.051e-05,FALSE POSITIVE
K06509.01,2.31169,5.539e-05,-5.539e-05,FALSE POSITIVE
K06658.01,2.31337,2.4e-07,-2.4e-07,FALSE POSITIVE
K04129.01,2.31482,1.321e-05,-1.321e-05,CANDIDATE
K06871.01,2.31611,3.256e-05,-3.256e-05,FALSE POSITIVE
K06848.01,2.31617,1.11e-07,-1.11e-07,FALSE POSITIVE
K07663.01,2.31894,4.549e-05,-4.549e-05,FALSE POSITIVE
K03141.01,2.31942,1.601e-05,-1.601e-05,CONFIRMED
K06780.01,2.32519,2.039e-06,-2.039e-06,FALSE POSITIVE
K06257.01,2.3254,1.535e-05,-1.535e-05,FALSE POSITIVE
K03601.01,2.33212,3.188e-06,-3.188e-06,FALSE POSITIVE
K00780.01,2.33744,1.951e-06,-1.951e-06,CONFIRMED
K00565.01,2.34052,8.603e-06,-8.603e-06,FALSE POSITIVE
K06803.01,2.34053,2.514e-06,-2.514e-06,FALSE POSITIVE
K01434.01,2.34323,7.67e-06,-7.67e-06,CONFIRMED
K06365.01,2.34414,7.181e-06,-7.181e-06,FALSE POSITIVE
K02208.01,2.34451,5.694e-06,-5.694e-06,CONFIRMED
K01358.04,2.34586,9.55e-06,-9.55e-06,CANDIDATE
K03789.01,2.34748,4.82e-06,-4.82e-06,FALSE POSITIVE
K07205.01,2.35183,0.0007684,-0.0007684,CANDIDATE
K07206.01,2.35196,2.12e-07,-2.12e-07,FALSE POSITIVE
K02234.01,2.35198,1.501e-05,-1.501e-05,FALSE POSITIVE
K02214.01,2.35227,8.087e-06,-8.087e-06,CONFIRMED
K06949.01,2.35245,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K01590.02,2.35575,1.021e-05,-1.021e-05,CANDIDATE
K00568.02,2.35895,8.783e-06,-8.783e-06,CONFIRMED
K02193.01,2.36172,3.492e-06,-3.492e-06,CONFIRMED
K05180.01,2.36235,2.614e-06,-2.614e-06,FALSE POSITIVE
K01618.01,2.36437,1.897e-05,-1.897e-05,CONFIRMED
K01774.01,2.36817,3.507e-06,-3.507e-06,FALSE POSITIVE
K02034.02,2.37029,3.066e-05,-3.066e-05,CONFIRMED
K06042.01,2.37159,6.31e-07,-6.31e-07,FALSE POSITIVE
K02803.01,2.37752,1.351e-05,-1.351e-05,CANDIDATE
K06234.01,2.37796,6.92e-07,-6.92e-07,FALSE POSITIVE
K01541.01,2.37928,4.06e-07,-4.06e-07,CANDIDATE
K01296.01,2.38086,1.16e-07,-1.16e-07,CANDIDATE
K00941.02,2.38265,3.595e-06,-3.595e-06,CONFIRMED
K00880.04,2.38295,2.808e-06,-2.808e-06,CONFIRMED
K03772.01,2.38405,2.454e-06,-2.454e-06,FALSE POSITIVE
K00836.01,2.38405,4.74e-06,-4.74e-06,FALSE POSITIVE
K07862.01,2.38794,3.557e-05,-3.557e-05,FALSE POSITIVE
K03722.01,2.3892,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K03136.01,2.39162,1.199e-05,-1.199e-05,CANDIDATE
K02159.02,2.39263,6.41e-06,-6.41e-06,FALSE POSITIVE
K00553.01,2.39907,8.78e-06,-8.78e-06,FALSE POSITIVE
K03982.01,2.39908,7.453e-06,-7.453e-06,FALSE POSITIVE
K04808.01,2.40175,1.34e-05,-1.34e-05,CANDIDATE
K03650.01,2.40175,2.251e-06,-2.251e-06,FALSE POSITIVE
K00159.02,2.40364,7.54e-06,-7.54e-06,CONFIRMED
K07544.01,2.4037,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K06541.01,2.40429,6.96e-07,-6.96e-07,FALSE POSITIVE
K05190.01,2.40435,4.758e-05,-4.758e-05,FALSE POSITIVE
K03951.01,2.40435,1.483e-05,-1.483e-05,FALSE POSITIVE
K06134.01,2.40439,5.5e-08,-5.5e-08,FALSE POSITIVE
K06451.01,2.4044,3.062e-05,-3.062e-05,FALSE POSITIVE
K07743.01,2.40441,3.665e-05,-3.665e-05,FALSE POSITIVE
K06612.02,2.40448,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K01806.01,2.40456,3.734e-06,-3.734e-06,FALSE POSITIVE
K06878.01,2.40563,5.222e-06,-5.222e-06,CANDIDATE
K03906.01,2.40657,3.809e-06,-3.809e-06,FALSE POSITIVE
K05403.01,2.41172,2.43e-05,-2.43e-05,FALSE POSITIVE
K07003.01,2.41194,1.839e-05,-1.839e-05,CANDIDATE
K07352.01,2.41349,4.627e-05,-4.627e-05,FALSE POSITIVE
K02013.01,2.41435,4.231e-06,-4.231e-06,CONFIRMED
K03739.01,2.41593,1.426e-06,-1.426e-06,FALSE POSITIVE
K03892.01,2.4166,5.23e-06,-5.23e-06,CONFIRMED
K04136.01,2.4175,2.156e-05,-2.156e-05,CANDIDATE
K04493.01,2.41796,3.044e-05,-3.044e-05,FALSE POSITIVE
K03234.01,2.4181,1.372e-05,-1.372e-05,CONFIRMED
K00191.02,2.41841,2.472e-06,-2.472e-06,CANDIDATE
K02357.01,2.42088,1.327e-05,-1.327e-05,CANDIDATE
K01498.02,2.4215,1.597e-05,-1.597e-05,CANDIDATE
K06884.01,2.42187,3.5205e-05,-3.5205e-05,CANDIDATE
K00220.01,2.42208,4.83e-07,-4.83e-07,CONFIRMED
K00321.01,2.4263,2.398e-06,-2.398e-06,CONFIRMED
K03227.01,2.4265,1.708e-05,-1.708e-05,FALSE POSITIVE
K07290.01,2.42797,6.09e-07,-6.09e-07,FALSE POSITIVE
K04284.01,2.42804,4.19e-05,-4.19e-05,FALSE POSITIVE
K06582.01,2.43136,1.5e-05,-1.5e-05,CANDIDATE
K04124.01,2.43143,2.587e-05,-2.587e-05,CANDIDATE
K01942.02,2.4337,8.972e-06,-8.972e-06,CANDIDATE
K06261.01,2.43574,2.598e-05,-2.598e-05,FALSE POSITIVE
K04112.01,2.43585,1.337e-05,-1.337e-05,FALSE POSITIVE
K00583.01,2.43703,5.017e-06,-5.017e-06,CONFIRMED
K02988.01,2.43731,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K07258.01,2.43764,1.8e-05,-1.8e-05,CANDIDATE
K01701.01,2.43903,5.941e-06,-5.941e-06,CANDIDATE
K04625.01,2.44084,6.802e-06,-6.802e-06,FALSE POSITIVE
K07014.01,2.44199,2.48e-07,-2.48e-07,FALSE POSITIVE
K01144.01,2.442,1.066e-05,-1.066e-05,FALSE POSITIVE
K07015.01,2.442,4e-05,-4e-05,FALSE POSITIVE
K04334.01,2.44232,1.038e-05,-1.038e-05,CANDIDATE
K06270.01,2.44294,1.791e-06,-1.791e-06,FALSE POSITIVE
K00363.01,2.44295,2.572e-06,-2.572e-06,FALSE POSITIVE
K06271.01,2.44296,1.47e-05,-1.47e-05,FALSE POSITIVE
K02951.01,2.44359,1.446e-05,-1.446e-05,CONFIRMED
K03636.01,2.44674,6.85e-07,-6.85e-07,FALSE POSITIVE
K00839.01,2.44674,3.089e-06,-3.089e-06,FALSE POSITIVE
K06763.01,2.44694,1.067e-05,-1.067e-05,CANDIDATE
K04606.01,2.44927,2.736e-05,-2.736e-05,FALSE POSITIVE
K04766.02,2.45262,2.175e-05,-2.175e-05,FALSE POSITIVE
K00676.02,2.45324,9.91e-07,-9.91e-07,CONFIRMED
K00254.01,2.45524,1.11e-07,-1.11e-07,CONFIRMED
K01653.01,2.4557,1.022e-05,-1.022e-05,FALSE POSITIVE
K05382.01,2.45649,1.366e-05,-1.366e-05,FALSE POSITIVE
K03113.01,2.4605,1.172e-05,-1.172e-05,CONFIRMED
K01692.02,2.46107,1.28e-05,-1.28e-05,CONFIRMED
K00692.01,2.46234,4.096e-06,-4.096e-06,CONFIRMED
K03017.01,2.46289,1.574e-05,-1.574e-05,CANDIDATE
K01811.01,2.46353,3.406e-05,-3.406e-05,FALSE POSITIVE
K02231.01,2.46416,6.773e-06,-6.773e-06,FALSE POSITIVE
K01612.01,2.46502,5.414e-06,-5.414e-06,CONFIRMED
K07281.01,2.46507,5.762e-05,-5.762e-05,CANDIDATE
K02014.01,2.46607,3.827e-06,-3.827e-06,CANDIDATE
K01069.02,2.46697,6.298e-06,-6.298e-06,CONFIRMED
K02330.01,2.4681,1.408e-05,-1.408e-05,FALSE POSITIVE
K06460.01,2.47028,5.22e-07,-5.22e-07,FALSE POSITIVE
K00001.01,2.47061,2.7e-08,-2.7e-08,CONFIRMED
K02298.03,2.47241,1.886e-05,-1.886e-05,CANDIDATE
K07422.01,2.47995,8.52e-07,-8.52e-07,FALSE POSITIVE
K04787.01,2.48266,2.156e-05,-2.156e-05,FALSE POSITIVE
K01448.01,2.48659,2.396e-06,-2.396e-06,CANDIDATE
K07217.01,2.48881,1.3e-07,-1.3e-07,FALSE POSITIVE
K04578.01,2.48883,3.329e-05,-3.329e-05,FALSE POSITIVE
K02884.01,2.48883,2.603e-05,-2.603e-05,FALSE POSITIVE
K03667.01,2.48955,1.045e-06,-1.045e-06,FALSE POSITIVE
K07419.01,2.48955,4.9e-07,-4.9e-07,FALSE POSITIVE
