rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol
9184,10862284,K08034.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.007,0,0,1,0,9.14479,0.742,5.422,268.8,1.63,843,119.61
420,5880320,K01060.03,Kepler-758 d,CONFIRMED,CANDIDATE,1,0,0,0,0,20.4973,0.966,8.536,242.9,2.96,843,119.42
7561,2437452,K06268.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,7.23497,0.548,7.0245,164850,34.03,843,119.12
4757,5257082,K03368.01,Unknown,CANDIDATE,CANDIDATE,0.955,0,0,0,0,10.0854,0.532,1.75,222.5,1.45,843,119.67
2822,10686814,K02978.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,2.61846,0.013,3.505,275.3,1.03,843,119.68
9221,10350571,K01175.02,Unknown,CANDIDATE,CANDIDATE,0.997,0,0,0,0,17.1572,0.238,11.284,110.4,1.55,844,119.87
4168,4073017,K07681.01,Unknown,CANDIDATE,CANDIDATE,1,0,0,0,0,6.05552,0.19,2.818,134.6,0.92,844,119.89
2397,3102384,K00273.01,Kepler-454 b,CONFIRMED,CANDIDATE,1,0,0,0,0,10.5738,0.785,1.7259,298.9,2.07,844,120.25
1733,8107225,K00235.01,Kepler-499 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.63253,0.455,2.1448,634.4,2.04,844,119.75
7420,7670485,K06900.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,8.46771,1.054,4.05376,77324,43.98,844,120.02
526,892772,K01009.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,5.09247,0.161,3.659,254,1.17,844,119.7
3567,7598128,K00681.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,44.2582,0.815,7.58264,20542,37.38,845,120.38
7717,11619964,K07466.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,10.3686,0.978,4.37878,153230,61.14,845,120.48
8416,8179747,K05483.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,17.9463,0.774,8.15905,102990,66.65,845,120.63
1462,8826168,K01850.01,Kepler-980 b,CONFIRMED,CANDIDATE,1,0,0,0,0,11.551,0.493,3.3601,402.8,2.17,845,120.76
198,7109675,K00872.02,Kepler-46 d,CONFIRMED,CANDIDATE,1,0,0,0,0,6.76653,0.429,2.9004,450.7,1.97,845,120.48
7371,8345358,K07021.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,9.38063,1.084,4.295,65833,46.72,846,120.99
4434,5645170,K04837.01,Unknown,CANDIDATE,CANDIDATE,0.989,0,0,0,0,5.38614,0.197,1.943,169.3,0.86,846,121.37
2985,9941859,K00528.01,Kepler-178 b,CONFIRMED,CANDIDATE,1,0,0,0,0,9.57666,0.043,3.3603,746.8,2.88,846,121.26
4769,3644542,K03511.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,119.68,0.527,32.1928,299050,193.91,847,121.45
2668,7050989,K00312.02,Kepler-136 c,CONFIRMED,CANDIDATE,0.998,0,0,0,0,16.3993,0.115,3.4108,220.8,1.94,847,121.53
4828,2852528,K03446.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,11.9615,0.576,3.129,424.5,2.24,847,121.71
6624,9049550,K05606.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,23.8149,0.772,1.9948,79201,63.1,847,121.57
1948,11308499,K02168.02,Kepler-366 c,CONFIRMED,CANDIDATE,1,0,0,0,0,12.5161,0.023,4.853,263,1.87,848,122.54
7129,7436177,K06038.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,19.9336,0.852,8.6122,174830,75.88,848,122.24
361,2307199,K00151.01,Unknown,CANDIDATE,CANDIDATE,0.752,0,0,0,0,13.4472,0.963,3.0454,1428.2,5.24,848,122.34
2238,4665571,K02393.01,Unknown,CANDIDATE,CANDIDATE,1,0,0,0,0,4.603,0.072,2.6848,302.5,1.32,848,122.02
3138,12459913,K00602.01,Kepler-620 b,CONFIRMED,CANDIDATE,1,0,0,0,0,12.9139,0.845,5.3685,487.9,2.49,849,122.66
4894,3219037,K03395.01,Unknown,CANDIDATE,CANDIDATE,1,0,0,0,0,10.0051,0.148,3.481,143.3,1.11,849,122.48
2973,4548011,K04288.04,Unknown,CANDIDATE,CANDIDATE,0.676,0,0,0,0,13.951,0.467,5.231,35.7,0.75,849,122.88
743,6541920,K00157.06,Kepler-11 b,CONFIRMED,CANDIDATE,1,0,0,0,0,10.304,0.017,4.2246,316.1,1.84,849,122.98
7388,3547760,K04535.02,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,5.78902,0.1847,3.102,110.3,0.78,849,122.75
2231,6183511,K02542.01,Unknown,CANDIDATE,CANDIDATE,0.958,0,0,0,0,0.727332,0.153,0.8323,357.4,0.67,849,122.92
4356,8430053,K04603.01,Unknown,CANDIDATE,CANDIDATE,0.997,0,0,0,0,15.9514,0.197,2.285,99.2,1.17,849,123.03
4054,4458109,K04336.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,41.4779,0.5122,10.45,29.9,1.09,849,122.73
268,8414716,K00910.01,Kepler-721 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.39203,0.314,2.9804,1151.4,2.68,850,123.33
173,6587280,K00857.01,Kepler-243 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.71543,0.348,2.5242,908.1,2.47,850,123.03
822,8564587,K01270.01,Kepler-57 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.72932,0.597,1.1816,865.4,2.41,850,123.03
4565,5193659,K03323.01,Unknown,CANDIDATE,CANDIDATE,0.988,0,0,0,0,14.3196,0.533,3.781,215.5,2.06,850,123.37
1536,5631630,K02010.01,Kepler-1051 b,CONFIRMED,CANDIDATE,0.879,0,0,0,0,25.9619,0.02,6.2732,350.3,3.25,850,123.11
559,8280511,K01151.02,Kepler-271 c,CONFIRMED,CANDIDATE,0.997,0,0,0,0,7.41084,0.064,3.245,124.1,0.94,850,123.4
2800,8949925,K02972.01,Unknown,CANDIDATE,CANDIDATE,0.984,0,0,0,0,13.2511,0.231,4.996,266.5,1.98,850,123.32
8156,6594972,K06737.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,10.8192,0.275,5.50262,437140,67.76,850,123.51
5790,7257363,K02292.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,5.2334,0.366,3.242,242.1,1.15,851,124.02
5880,2715695,K03077.01,Unknown,CANDIDATE,CANDIDATE,1,0,0,0,0,4.09578,0.752,1.704,405.5,1.64,851,124.3
2868,3230805,K03068.01,Unknown,CANDIDATE,CANDIDATE,0.992,0,0,0,0,3.9168,0.007,2.072,161.3,0.85,851,123.73
8198,3937814,K04084.03,Unknown,CANDIDATE,CANDIDATE,0.409,0,0,0,0,8.1962,0.781,2.109,197.4,1.55,851,123.81
678,10730034,K01305.02,Kepler-285 c,CONFIRMED,CANDIDATE,0.978,0,0,0,0,6.18671,0.013,2.909,202.6,1.21,851,123.96
1913,10723367,K02236.02,Kepler-375 b,CONFIRMED,CANDIDATE,0.959,0,0,0,0,12.1258,0.805,3.289,327.5,2.5,851,123.78
4581,6955671,K03329.01,Unknown,CANDIDATE,CANDIDATE,1,0,0,0,0,12.6878,0.921,4.262,293,2.16,851,123.89
6956,9093086,K06191.02,Unknown,CANDIDATE,CANDIDATE,0.737,0,0,0,0,12.7714,0.374,3.347,141.8,1.26,851,123.93
2662,7582689,K03097.01,Kepler-431 d,CONFIRMED,CANDIDATE,0.983,0,0,0,0,11.9216,0.929,5.009,43.2,0.87,851,123.89
8934,10208894,K08199.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,183.836,0.956,13.088,1046.2,51.64,852,124.46
1508,10723750,K00209.02,Kepler-117 b,CONFIRMED,CANDIDATE,1,0,0,0,0,18.7959,0.695,7.5235,2431.4,7.39,852,124.64
885,3749134,K01212.01,Kepler-792 b,CONFIRMED,CANDIDATE,0.997,0,0,0,0,11.3012,0.117,4.022,277.1,1.85,852,124.42
3201,6707833,K00563.01,Kepler-602 b,CONFIRMED,CANDIDATE,1,0,0,0,0,15.2847,0.774,6.0768,321.3,2.7,852,124.4
3558,4478168,K00626.01,Kepler-624 b,CONFIRMED,CANDIDATE,1,0,0,0,0,14.5865,0.665,4.0249,378.7,2.45,852,124.89
3561,4563268,K00627.01,Kepler-625 b,CONFIRMED,CANDIDATE,1,0,0,0,0,7.75193,0.546,3.5413,407.3,1.89,852,124.47
9204,8693536,K07076.01,Unknown,CANDIDATE,CANDIDATE,0.99,0,0,0,0,16.2348,0.046,4.2,115.5,1.28,852,124.25
3516,6678383,K00111.01,Kepler-104 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,11.4276,0.608,4.6074,500.9,2.35,852,124.31
1066,9015738,K01616.01,Kepler-909 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,13.9329,0.908,2.6239,131.6,1.66,852,124.53
7277,7983117,K03214.02,Unknown,CANDIDATE,CANDIDATE,1,0,0,0,0,25.0902,0.935,8.273,37.7,1.35,852,124.33
7243,10288922,K06078.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,10.1577,1.268,2.9526,9520.1,42.27,853,125.42
384,3865567,K01182.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,11.1162,0.937,4.211,4843.9,8.96,853,125.21
3426,9458613,K00707.01,Kepler-33 d,CONFIRMED,CANDIDATE,1,0,0,0,0,21.7757,0.025,7.9588,797.9,4.76,853,125.14
3765,5308537,K04409.01,Unknown,CANDIDATE,CANDIDATE,0.999,0,0,0,0,14.2652,0.353,3.601,66.3,1.06,853,125.45
203,7270230,K00876.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,6.9981,7.361,2.0488,20285,588.66,853,125.22
3418,5941160,K00654.01,Kepler-200 b,CONFIRMED,CANDIDATE,1,0,0,0,0,8.59482,0.617,3.254,336.5,1.75,854,125.48
2930,3852655,K03002.01,Kepler-1406 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,11.629,0.925,2.97,88,1.31,854,125.89
1185,12602568,K01583.01,Kepler-897 b,CONFIRMED,CANDIDATE,1,0,0,0,0,8.04728,0.937,5.159,486,2.33,855,126.56
3441,6062088,K00658.03,Kepler-203 d,CONFIRMED,CANDIDATE,1,0,0,0,0,11.3298,0.036,3.845,162.4,1.37,855,126.21
5761,7369865,K01918.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,42.2626,0.962,4.465,692.2,12.62,855,126.27
6617,8125917,K05479.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,18.3471,0.1988,2.825,1126.6,5.65,855,126.14
1291,7386827,K01704.01,Unknown,CANDIDATE,CANDIDATE,1,0,0,0,0,10.4189,0.856,3.0069,670,3.17,855,126.48
5431,3339538,K06326.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,14.658,1.141,3.03316,129640,121.59,855,126.35
6473,7916058,K05445.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,0,7.10911,0.663,10.67,156.7,1.08,855,126.12
573,4649305,K00143.01,Unknown,CANDIDATE,CANDIDATE,0.983,0,0,0,0,22.6512,0.925,3.6895,2250,7.62,855,126.57
7893,3240158,K01106.03,Unknown,CANDIDATE,CANDIDATE,0.949,0,0,0,0,13.2298,0.435,3.566,157.8,1.5,856,126.84
1757,10863608,K02368.01,Kepler-1210 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,8.07127,0.271,2.393,318.2,1.53,856,126.94
2790,10252275,K03130.02,Unknown,CANDIDATE,CANDIDATE,0.994,0,0,0,0,5.65246,0.889,2.062,121,1.05,856,127.1
8073,5695396,K00283.03,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,9.48815,0.5693,1.163,47.9,0.73,856,126.75
2993,9020160,K00582.01,Kepler-191 d,CONFIRMED,CANDIDATE,0.989,0,0,0,0,5.94504,0.763,2.7004,800.2,2.69,857,127.64
695,6692833,K01244.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,10.8049,0.207,2.7215,292.7,1.71,857,127.84
3131,4270253,K00551.01,Kepler-183 c,CONFIRMED,CANDIDATE,1,0,0,0,0,11.637,0.066,3.3372,604.3,2.9,857,127.46
746,6924203,K01370.01,Kepler-829 b,CONFIRMED,CANDIDATE,0.995,0,0,0,0,6.88338,0.075,2.2702,458.4,1.69,857,127.67
1092,8197343,K01746.01,Kepler-946 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,11.7916,0.034,3.036,415.4,2.41,857,127.75
3716,4150496,K04046.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,8.65313,1.185,3.376,508.6,20.38,857,127.5
5680,8376848,K04007.01,Unknown,CANDIDATE,CANDIDATE,0.964,0,0,0,0,11.4927,1.212,7.764,291.5,25.01,858,127.97
3008,12834874,K00487.01,Kepler-574 b,CONFIRMED,CANDIDATE,1,0,0,0,0,7.6588,0.017,3.0427,668.2,2.19,858,128.18
453,3859628,K01191.01,Unknown,CANDIDATE,CANDIDATE,1,0,0,0,0,8.17243,0.926,3.902,864.3,3.29,858,127.95
9032,10389280,K08005.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.075,1,0,0,0,375.409,0.529,11.438,87.3,4.48,858,128.15
4429,4919550,K04766.01,Unknown,CANDIDATE,CANDIDATE,1,0,0,0,0,5.56677,0.392,1.812,173.8,1.12,859,128.51
5409,9674592,K03729.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,0,6.87366,0.958,7.0845,9766.9,12.01,859,128.52
985,7376983,K01358.03,Unknown,CANDIDATE,CANDIDATE,1,0,0,0,0,3.6483,0.063,1.9985,371.7,1.33,860,129.44
1704,8612275,K02111.02,Kepler-360 c,CONFIRMED,CANDIDATE,1,0,0,0,0,7.18645,0.892,1.4972,402,2.19,860,129.48
323,6579806,K00967.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,9.88048,1.02,2.78458,18541,23.6,860,129.45
4289,4474462,K04452.01,Unknown,CANDIDATE,CANDIDATE,0.886,0,0,0,0,12.8576,0.55,4.831,106.5,1.23,860,129.15
1777,12505654,K02353.01,Unknown,CANDIDATE,CANDIDATE,1,0,0,0,0,5.18674,0.825,0.8023,712.7,2.4,860,129.37
3092,9958962,K00593.01,Kepler-616 b,CONFIRMED,CANDIDATE,1,0,0,0,0,9.9976,0.851,3.4423,638.7,2.82,860,129.18
3520,9963524,K00720.01,Kepler-221 c,CONFIRMED,CANDIDATE,1,0,0,0,0,5.69059,0.573,2.557,1384.3,3.1,860,129.31
4097,11093335,K04621.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,53.1066,0.5182,2.914,82.4,2.2,860,129.19
5144,5738506,K03676.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,9.50158,0.444,5.0701,443400,73.07,860,128.99
7852,6367439,K06695.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,0,1,0,1,3.77894,0.6778,10.767,56,0.48,860,129.06
6778,11506938,K05906.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,22.5749,1.271,36.756,1344.1,49.49,860,129.25
5051,8081239,K03352.01,Kepler-1476 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,10.3586,0.074,2.577,273.7,1.68,860,129.28
1042,4940438,K01561.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,9.0859,0.978,2.0718,2121.3,6.28,861,130.1
4135,6311891,K04627.01,Unknown,CANDIDATE,CANDIDATE,0.944,0,0,0,0,7.51732,0.256,2.484,170.7,1.19,861,129.74
3608,10875007,K04149.02,Unknown,CANDIDATE,CANDIDATE,0.994,0,0,0,0,14.7086,0.96,5.394,130.6,1.82,862,130.5
4300,10662202,K00750.02,Unknown,CANDIDATE,CANDIDATE,0.915,0,0,0,0,5.04414,0.727,1.623,172,1.18,862,130.09
7429,9344623,K07163.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,14.7595,0.56,9.7746,357470,76.06,862,130.69
9319,11565903,K08057.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.238,1,0,0,0,117.141,0.643,3.401,337.1,15.87,862,130.52
3079,4757437,K00497.01,Kepler-168 c,CONFIRMED,CANDIDATE,1,0,0,0,0,13.1932,0.005,5.0036,585.7,2.94,862,130.35
6100,5905728,K05209.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,7.87174,0.001,2.619,34.7,0.54,862,130.96
8387,9357375,K07166.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,1.58826,0.021,2.655,78.9,0.47,862,130.67
6039,5653152,K05189.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,3.58957,0.002,3.418,1221.2,2.49,862,131.02
3827,12016267,K02590.02,Unknown,CANDIDATE,CANDIDATE,0.536,0,0,0,0,22.7909,0.871,9.565,53.6,1.38,862,130.75
2421,6781548,K02944.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,9.12209,1.236,4.347,906.8,28.17,863,131.35
2839,4141376,K00280.01,Unknown,CANDIDATE,CANDIDATE,1,0,0,0,0,11.8729,0.904,2.5342,332.7,2.25,863,131.55
8736,11098704,K05868.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,22.7783,0.3499,1.037,155.6,1.89,863,130.87
3665,7449554,K02357.02,Unknown,CANDIDATE,CANDIDATE,1,0,0,0,0,15.9042,0.876,2.093,444.8,3.79,863,131.11
5089,9892471,K03584.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,8.26808,1.099,3.47103,71479,50.31,863,130.83
8593,5702770,K06617.01,Unknown,CANDIDATE,CANDIDATE,0.852,0,0,0,0,8.00189,0.442,3.425,102.7,0.9,864,131.75
3616,5471271,K04155.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,12.4222,0.056,6.5533,54.5,0.8,864,131.73
4759,8628665,K03434.01,Unknown,CANDIDATE,CANDIDATE,1,0,0,0,0,10.2856,0.378,3.043,134.9,1.24,864,131.91
7608,11499757,K07450.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,12.3144,0.506,5.8903,393900,75.21,864,131.33
9174,7463685,K02890.01,Unknown,CANDIDATE,CANDIDATE,0.998,0,0,0,0,8.98826,0.92,4.96,160.8,1.39,864,131.92
8578,12105785,K07512.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,31.953,0.907,8.0461,17703,47.96,864,131.55
696,6693640,K01245.01,Kepler-798 b,CONFIRMED,CANDIDATE,1,0,0,0,0,13.7194,0.022,5.5677,316.4,1.98,864,131.94
1199,9821454,K01529.02,Kepler-59 b,CONFIRMED,CANDIDATE,1,0,0,0,0,11.8693,0.73,4.653,101.9,1.09,864,131.58
147,5531576,K00837.02,Kepler-240 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.14452,0.004,2.3421,391.8,1.48,864,132.08
7022,5471192,K06009.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,12.4263,0.879,18.764,94.2,1.23,864,131.83
1927,11358389,K02163.01,Kepler-365 b,CONFIRMED,CANDIDATE,0.995,0,0,0,0,10.6649,0.308,3.159,292.6,1.76,865,132.15
2717,3858804,K00391.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,25.9525,1.228,21.328,478.4,74.69,865,132.4
9026,3848083,K07670.01,Unknown,CANDIDATE,CANDIDATE,0.999,0,0,0,0,8.47953,0.136,6.052,163.3,1.18,865,132.02
7477,7700500,K06907.01,Unknown,CANDIDATE,CANDIDATE,0.909,0,0,0,0,4.60688,0.341,2.295,258.7,1.14,865,132.78
7715,10535858,K07338.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,0.93371,0.848,3.356,62.2,0.38,865,131.85
9262,7202957,K02687.02,Unknown,CANDIDATE,CANDIDATE,1,0,0,0,0,8.16734,0.801,3.337,104.9,1.03,865,132.43
1222,5301750,K01589.02,Kepler-84 c,CONFIRMED,CANDIDATE,1,0,0,0,0,12.8829,0.962,5.676,460.5,3.15,865,132.23
1246,5542466,K01590.03,Unknown,CANDIDATE,CANDIDATE,0.996,0,0,0,0,4.74666,0.441,2.093,256.8,1.3,865,132.4
644,10468940,K01163.02,Kepler-273 c,CONFIRMED,CANDIDATE,1,0,0,0,0,8.01501,0.645,3.0137,363,2,865,132.46
4230,4545570,K04506.01,Unknown,CANDIDATE,CANDIDATE,0.997,0,0,0,0,5.60473,0.221,2.885,210,1.11,866,132.98
1177,9850893,K01523.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,8.4804,0.486,6.249,259.7,1.71,866,132.85
2883,8866102,K00042.01,Kepler-410 A b,CONFIRMED,CANDIDATE,1,0,0,0,0,17.8337,0.013,4.5112,326.9,2.43,866,132.94
383,3116412,K01115.01,Kepler-772 b,CONFIRMED,CANDIDATE,0.989,0,0,0,0,12.992,0.091,6.0175,270.6,2.03,866,132.94
1012,9895006,K01717.01,Kepler-936 b,CONFIRMED,CANDIDATE,0.969,0,0,0,0,10.5614,0.963,3.2645,238.4,2.43,867,133.56
3074,2438264,K00440.02,Kepler-156 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.97346,0.817,1.6519,741.6,2.46,867,133.55
2935,7106173,K03083.01,Unknown,CANDIDATE,CANDIDATE,0.963,0,0,0,0,10.1832,0.449,3.137,51.5,0.79,867,133.56
4598,12056139,K03262.01,Kepler-1449 b,CONFIRMED,CANDIDATE,0.966,0,0,0,0,13.2275,0.803,6.356,229.8,1.94,867,133.34
5826,4927315,K01663.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,11.7692,0.964,3.219,519.3,3.12,868,134.04
4127,6278762,K03158.02,Kepler-444 c,CONFIRMED,CANDIDATE,1,0,0,0,0,4.54587,0.563,1.756,76.5,0.65,868,134.21
3169,7440748,K00457.01,Kepler-161 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.92136,0.026,1.8806,761.3,2.14,868,134.02
902,9271752,K01406.01,Kepler-836 b,CONFIRMED,CANDIDATE,1,0,0,0,0,11.3611,0.734,4.1886,569.5,2.6,869,134.97
1127,10990917,K01643.01,Kepler-919 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,11.0461,0.064,4.799,308.3,1.8,869,134.66
8481,11073223,K07406.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,11.5789,0.441,4.6373,299740,58.32,869,134.91
3411,12306808,K07521.02,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,7.33407,0.559,2.7308,326.9,1.42,870,135.81
5068,5877292,K07744.01,Unknown,CANDIDATE,CANDIDATE,0.592,0,0,0,0,11.7202,0.292,2.399,154.4,1.34,870,135.43
110,5358241,K00829.02,Kepler-53 d,CONFIRMED,CANDIDATE,0.998,0,0,0,0,9.75192,0.949,4.793,418,2.76,870,135.66
1976,11769801,K02633.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,29.7123,1.202,70.3707,385.4,46.43,870,135.31
5982,5471108,K05173.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1,12.4271,0.026,17.447,47.5,0.82,870,135.77
2026,7107802,K02420.01,Kepler-1231 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,10.4173,0.12,4.125,210.4,1.64,870,135.34
3401,10386984,K00739.01,Kepler-658 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,1.28708,0.003,1.4942,729.4,1.39,871,135.97
8597,10020423,K07273.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,7.44838,0.35,4.23892,152670,34.37,871,136.18
3326,4742414,K00631.01,Kepler-628 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,15.4581,0.05,8.79536,4253.2,9.11,871,136.4
8957,7137213,K03907.01,Unknown,CANDIDATE,CANDIDATE,1,0,0,0,0,28.6434,0.968,1.2246,624.3,5.82,871,136.32
2177,4055774,K02381.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,6.58739,0.523,4.758,258.5,1.35,871,136.02
1849,6287313,K02221.01,Kepler-1147 b,CONFIRMED,CANDIDATE,0.995,0,0,0,0,10.6279,0.473,4.576,326.7,1.87,872,136.34
3383,4914423,K00108.01,Kepler-103 b,CONFIRMED,CANDIDATE,1,0,0,0,0,15.9653,0.674,4.5837,482.2,3.33,872,136.42
9492,2712825,K08086.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.316,1,0,0,0,18.385,0.012,5.92,92.9,1.36,872,136.82
2262,2142522,K02403.01,Kepler-1224 b,CONFIRMED,CANDIDATE,0.757,0,0,0,0,13.3235,0.225,3.873,116.6,1.32,872,136.61
2654,8494142,K00370.02,Kepler-145 b,CONFIRMED,CANDIDATE,0.989,0,0,0,0,22.9506,0.748,4.4814,129.8,2.17,873,137.23
2963,9119458,K00525.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,11.5303,0.027,1.8385,1209.3,3.98,873,137.08
5084,8552719,K01792.03,Kepler-953 c,CONFIRMED,CANDIDATE,0.991,0,0,0,0,9.10969,0.761,5.3181,126.4,1.32,873,137.45
1735,3342794,K02278.01,Kepler-376 c,CONFIRMED,CANDIDATE,0.997,0,0,0,0,14.1722,0.869,2.6297,246.8,2.39,873,137.33
8323,10397751,K02859.05,Unknown,CANDIDATE,CANDIDATE,0.857,0,0,0,0,5.43104,0.816,2.469,66.8,0.66,873,137.1
2952,9478990,K00423.01,Kepler-39 b,CONFIRMED,CANDIDATE,1,0,0,0,0,21.0872,0.065,5.92691,8894.7,14.43,873,137.06
5450,12459731,K03662.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,14.1802,0.795,4.5344,172740,62.41,873,137.11
3557,4449034,K00625.01,Unknown,CANDIDATE,CANDIDATE,1,0,0,0,0,38.1385,1.231,3.8617,1230.2,68.75,873,137.15
7407,5807579,K06629.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,17.8443,0.757,5.07999,222360,90.67,874,138.25
6407,10525077,K05800.01,Unknown,CANDIDATE,CANDIDATE,0.989,0,0,0,0,11.0068,0.66,5.112,146.4,1.34,874,138.34
5007,3433668,K03415.01,Kepler-1493 b,CONFIRMED,CANDIDATE,1,0,0,0,0,15.022,0.96,5.068,96.9,1.77,874,137.91
2129,8212002,K02593.01,Kepler-1285 b,CONFIRMED,CANDIDATE,1,0,0,0,0,14.7966,0.182,5.613,56.1,0.98,874,138.25
120,10875245,K00117.01,Kepler-107 e,CONFIRMED,CANDIDATE,0.992,0,0,0,0,14.7491,0.173,6.0995,430.2,2.89,874,137.91
1753,3661886,K02279.02,Kepler-377 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,12.5095,0.626,3.479,155.3,1.54,875,138.54
