rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol
8255,3830820,K06360.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,15.5828,0.759,3.76683,52760,14,397,5.86
8061,10920813,K07386.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,53.7407,0.386,47.2475,116720,25.44,398,5.93
6935,8037145,K00520.04,Kepler-176 e,CONFIRMED,CANDIDATE,0.905,0,0,0,0,51.1658,0.817,4.637,259.2,1.51,398,5.96
2331,8167959,K00267.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,0,0,0,0,165.756,98.6021,8.45,57.3,15049.8,398,5.96
737,8494263,K01255.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.436,0,0,1,0,78.9257,0.359,7.5193,17972,11.9,398,5.94
1535,2449431,K02009.01,Unknown,CANDIDATE,CANDIDATE,0.936,0,0,0,0,86.7491,0.003,9.179,547.1,2.23,398,5.94
974,6462874,K01231.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,22.3429,0.001,7.0813,2691.1,2.92,399,6.01
1278,12403119,K01478.01,Kepler-858 b,CONFIRMED,CANDIDATE,0.961,0,0,0,0,76.1362,0.044,7.9393,2949.5,4.78,399,6.01
3987,10525049,K04252.01,Unknown,CANDIDATE,CANDIDATE,0.999,0,0,0,0,15.5714,0.312,2.294,173.5,0.72,399,5.98
7319,6021655,K03488.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,63.5717,0.7182,6.01,591,2.14,399,6.02
4440,2554853,K04911.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,309.494,0.0542,13.716,292,2.79,399,6.01
7662,10464199,K07330.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,198.113,0.1542,15.59,53.3,1.09,399,5.96
4871,10798605,K03390.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,56.0481,1.161,4.04427,53726,42.62,400,6.06
234,8150320,K00904.02,Kepler-55 b,CONFIRMED,CANDIDATE,0.997,0,0,0,0,27.9541,0.063,3.95,942.5,1.9,400,6.04
5950,4150972,K05044.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,161.538,0.2175,2.65,101.8,1.37,400,6.04
4167,6186182,K04496.01,Unknown,CANDIDATE,CANDIDATE,0.967,0,0,0,0,96.3845,0.095,5.253,591,2.41,400,6.03
4961,8409295,K03404.01,Kepler-1489 b,CONFIRMED,CANDIDATE,0.993,0,0,0,0,82.2929,0.195,7.048,371.1,1.82,400,6.07
1813,6934986,K02294.01,Unknown,CANDIDATE,CANDIDATE,0.97,0,0,0,0,131.485,0.578,5.294,557.8,3.03,400,6.08
3889,3531231,K07657.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,62.0608,0.928,28.203,472.9,2.11,400,6.07
4779,5687986,K07735.01,Unknown,CANDIDATE,CANDIDATE,0.318,0,0,0,0,382.303,0.597,8.83,225.6,4.05,400,6.04
3303,8216763,K04838.03,Unknown,CANDIDATE,CANDIDATE,0.998,0,0,0,0,24.0722,0.949,3.171,177.3,1.1,400,6.08
249,8490993,K00911.02,Kepler-722 c,CONFIRMED,CANDIDATE,0.999,0,0,0,0,105.146,0.964,8.593,685.4,3.43,401,6.09
2255,8429314,K02624.01,Kepler-1294 b,CONFIRMED,CANDIDATE,0.997,0,0,0,0,115.686,0.226,4.65,945.9,3.52,401,6.09
3204,6786037,K00564.02,Kepler-603 c,CONFIRMED,CANDIDATE,1,0,0,0,0,127.905,0.47,14.475,4020.6,8.03,401,6.09
3515,9950612,K00719.02,Kepler-220 d,CONFIRMED,CANDIDATE,0.997,0,0,0,0,28.1224,0.516,4.174,194.3,0.9,401,6.13
3691,9071593,K02257.02,Unknown,CANDIDATE,CANDIDATE,0.514,0,0,0,0,59.2841,0.556,5.42,424.4,1.81,401,6.14
6887,11341266,K05886.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,284.872,0.0404,15.63,106.7,1.84,401,6.1
1141,10028792,K01574.02,Kepler-87 c,CONFIRMED,FALSE POSITIVE,0,1,0,0,0,191.239,0.876,16.942,1061.2,6.47,401,6.14
2304,9730163,K02704.02,Kepler-445 b,CONFIRMED,CANDIDATE,0.939,0,0,0,0,2.98416,0.45,1.2637,2598,0.92,401,6.12
6702,7282470,K05379.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,520.655,0.2674,12.94,314.9,7.58,401,6.12
6259,5211631,K05139.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,294.202,0.0219,2.36,248.2,2.61,401,6.09
1667,11774991,K02173.01,Kepler-367 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,37.8154,0.533,4.662,286.4,1.21,401,6.09
1583,8978528,K01874.01,Kepler-329 c,CONFIRMED,CANDIDATE,1,0,0,0,0,18.6848,0.405,3.7965,1251.5,1.93,402,6.16
1204,9932970,K01587.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,52.9716,1.259,3.4632,3882.6,29.02,402,6.19
9047,11446424,K08223.01,Unknown,CANDIDATE,CANDIDATE,0.522,0,0,0,0,66.7165,0.548,3.855,626,2.2,402,6.18
2671,7603200,K00314.01,Kepler-138 c,CONFIRMED,CANDIDATE,1,0,0,0,0,13.7811,0.545,2.3188,756,1.42,402,6.17
1422,11760231,K01841.01,Kepler-973 b,CONFIRMED,CANDIDATE,0.978,0,0,0,0,49.6076,0.764,2.9575,626.7,2.12,402,6.17
4831,10798838,K03449.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,62.1277,1.158,5.25005,37430,38.61,402,6.15
1507,9955598,K01925.01,Kepler-409 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,68.9584,0.821,3.128,123.3,1.11,402,6.17
1838,8164257,K02073.01,Kepler-357 d,CONFIRMED,CANDIDATE,0.993,0,0,0,0,49.5005,0.162,5.772,965.2,2.49,402,6.2
1409,7094486,K01907.01,Kepler-1009 b,CONFIRMED,CANDIDATE,1,0,0,0,0,11.3501,0.035,2.2792,1221,1.75,403,6.25
9241,5871116,K08258.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.272,1,0,0,0,54.4329,0.099,3.554,307.6,1.41,404,6.29
6885,11305417,K05883.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,198.781,0.1924,6.77,138.3,1.69,404,6.33
2508,4249611,K02821.01,Unknown,CANDIDATE,CANDIDATE,0.983,0,0,0,0,79.245,0.001,5.382,1347.3,3.33,404,6.33
4807,5384713,K03444.01,Unknown,CANDIDATE,CANDIDATE,1,0,0,0,0,12.6714,0.047,2.498,215.8,0.76,404,6.31
4780,11125797,K03371.01,Unknown,CANDIDATE,CANDIDATE,0.998,0,0,0,0,58.1264,0.016,4.018,271.5,1.32,404,6.28
6925,2852810,K06097.03,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,282.343,0.5038,3.956,220.5,2.35,404,6.31
9481,9656397,K03543.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,204.741,0.596,20.5357,333800,97.39,404,6.3
6102,6721603,K05321.01,Unknown,CANDIDATE,CANDIDATE,0.633,0,0,0,0,215.634,0.002,15.097,148,1.92,404,6.28
6511,8890417,K05580.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,173.22,0.5113,1.875,239.5,2.41,405,6.39
6747,9217583,K05642.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,222.281,0.2151,3.035,271.9,2.56,405,6.37
6337,9304976,K05654.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.088,0,0,1,0,54.6957,0.954,6.89,1096,3.28,405,6.34
6863,12835139,K05981.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,350.609,0.0409,1.621,369.5,3.88,405,6.37
3399,8962094,K00700.04,Kepler-215 e,CONFIRMED,CANDIDATE,0.976,0,0,0,0,68.161,0.459,5.662,295.6,1.45,405,6.34
1010,9836959,K01715.01,Unknown,CANDIDATE,CANDIDATE,0.855,0,0,0,0,105.015,0.954,7.426,296,2.29,406,6.44
6244,11360805,K02422.02,Unknown,CANDIDATE,CANDIDATE,0.852,0,0,0,0,57.3888,0.876,3.543,344.4,1.88,406,6.41
2197,8345172,K02385.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,50.5716,0.074,3.726,1282.6,2.74,406,6.44
2003,3234598,K02413.02,Kepler-383 c,CONFIRMED,CANDIDATE,1,0,0,0,0,31.2012,0.714,4.077,360.1,1.47,406,6.44
8622,11444974,K05898.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,76.3792,0.7333,0.645,276.3,1.73,406,6.41
6367,9394762,K05664.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,77.1389,0.981,7.229,603.3,3.39,406,6.46
6690,9157523,K05629.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,192.139,0.0503,3.218,151.4,1.93,407,6.48
6485,9594184,K05696.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.507,0,0,1,0,42.0933,0.035,4.649,886,2.19,407,6.47
305,9388479,K00936.01,Kepler-732 b,CONFIRMED,CANDIDATE,0.953,0,0,0,0,9.46782,0.081,2.4327,2237,2.13,407,6.47
5384,9411166,K01922.03,Kepler-1016 c,CONFIRMED,CANDIDATE,1,0,0,0,0,105.655,0.371,9.39,1366.9,4.22,407,6.51
3975,5860968,K04384.01,Kepler-1599 b,CONFIRMED,CANDIDATE,0.997,0,0,0,0,122.358,0.255,10.768,352.8,2.15,407,6.46
7321,11442793,K00351.07,Unknown,CANDIDATE,CANDIDATE,0.995,0,0,0,0,124.923,0.943,11.942,498.7,3.37,407,6.45
3488,6587002,K00612.02,Kepler-196 c,CONFIRMED,CANDIDATE,0.998,0,0,0,0,47.4277,0.678,5.2679,820.4,2.33,407,6.46
9360,9643210,K07952.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.038,1,0,0,0,3.8503,0.29,1.5337,158,0.28,407,6.44
9011,10519701,K08212.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.079,1,0,0,0,334.874,1.165,35.42,387.8,47.48,408,6.52
1783,2161536,K02130.01,Unknown,CANDIDATE,CANDIDATE,1,0,0,0,0,16.8559,0.038,2.309,871.5,1.7,408,6.52
2689,7700622,K00315.01,Unknown,CANDIDATE,CANDIDATE,1,0,0,0,0,35.5835,0.001,3.9885,937.6,2.03,408,6.54
2368,9837661,K02715.01,Kepler-1321 b,CONFIRMED,CANDIDATE,1,0,0,0,0,11.1283,0.594,2.6118,6057,4.04,408,6.52
1294,7703955,K01707.01,Kepler-315 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,96.1093,0.948,9.877,982.3,4.01,409,6.59
665,11122894,K01426.02,Kepler-297 c,CONFIRMED,CANDIDATE,0.907,0,0,0,0,74.9277,0.796,4.74,4119.2,6.39,409,6.62
4411,10220950,K04544.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,158.348,3.655,10.55,899,372.86,409,6.61
4761,6265665,K03436.01,Kepler-1499 b,CONFIRMED,CANDIDATE,0.969,0,0,0,0,44.2018,0.348,4.949,235.6,1.14,409,6.59
8854,5115688,K06526.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,486.778,0.1737,15.29,370.8,9.3,409,6.6
6299,12208887,K03333.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,53.5019,0.431,5.25334,456780,55.23,409,6.63
8855,3962728,K05028.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,25.9493,0.655,12.17,354.5,1.04,409,6.62
715,8560285,K01249.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,85.3409,12.773,10.6141,51746,1177.65,409,6.61
6582,7035812,K05348.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,87.7758,0.8114,1.862,450,2.44,409,6.61
6656,9116075,K05617.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,24.5003,0.405,4.079,153.5,0.73,409,6.61
487,8240904,K01070.03,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,92.7778,0.0174,6.64,359,1.92,410,6.7
1359,11601584,K01831.01,Kepler-324 c,CONFIRMED,CANDIDATE,1,0,0,0,0,51.8098,0.273,6.343,1025.4,2.6,410,6.71
1502,8160953,K01858.02,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,86.0491,0.2597,29.28,429.9,2.06,410,6.68
6145,4856592,K05095.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,461.142,0.0046,3.875,382,7.1,410,6.7
4594,1430305,K04873.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,359.326,0.2279,9.836,246.2,3.6,410,6.69
4215,9893468,K04575.01,Unknown,CANDIDATE,CANDIDATE,0.831,0,0,0,0,201.325,0.597,14.4,125.4,1.98,410,6.71
4197,3644505,K04641.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,119.72,0.025,9.48,115.6,1.26,410,6.67
5101,7045605,K07808.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.169,1,0,0,0,361.526,0.971,6.947,525.1,5.7,410,6.67
6159,3425363,K04977.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,25.5339,0.1577,2.076,368,1.18,410,6.66
5462,8552719,K01792.01,Kepler-953 b,CONFIRMED,CANDIDATE,0.927,0,0,0,0,88.4068,0.535,12.3079,1724.4,4.55,410,6.65
6670,7198587,K05369.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,651.358,0.0946,4.384,570.8,14.58,411,6.75
3160,2716853,K01022.02,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.04,1,0,1,0,68.8322,0.633,3.31,678.1,2.35,411,6.71
99,3832474,K00806.02,Kepler-30 c,CONFIRMED,CANDIDATE,0.745,0,0,0,0,60.3249,0.224,6.6188,20280,12.19,411,6.77
2117,5342061,K02666.01,Unknown,CANDIDATE,CANDIDATE,0.989,0,0,0,0,64.0344,0.985,9.174,758.8,3.47,411,6.72
4504,9031209,K03316.01,Kepler-1467 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,47.0568,0.027,5.2232,1531.2,2.84,411,6.72
1880,10864531,K02080.01,Kepler-358 c,CONFIRMED,CANDIDATE,0.526,0,0,0,0,83.4887,0.42,6.21,955.4,2.95,411,6.76
1517,10005758,K01783.01,Unknown,CANDIDATE,CANDIDATE,0.999,0,0,0,0,134.479,0.924,5.9288,4033.5,10.52,412,6.81
3386,10340423,K00736.01,Kepler-225 c,CONFIRMED,CANDIDATE,1,0,0,0,0,18.7942,0.356,3.2906,1529,2.33,412,6.79
9151,12647757,K08241.01,Unknown,CANDIDATE,CANDIDATE,0.251,0,0,0,0,490.639,0.015,16.5,268.8,7.67,412,6.84
6263,6290467,K05261.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,100.629,0.0726,1.708,355.7,1.75,412,6.84
1590,10656508,K00211.01,Unknown,CANDIDATE,CANDIDATE,0.998,0,0,0,0,124.036,0.075,4.8472,7690,11.13,413,6.88
3093,9958962,K00593.02,Kepler-616 c,CONFIRMED,CANDIDATE,1,0,0,0,0,90.4118,0.849,7.106,1265,3.96,413,6.86
3925,3558849,K04307.01,Unknown,CANDIDATE,CANDIDATE,0.298,0,0,0,0,160.85,0.769,9.427,428.1,3.41,413,6.87
6517,9705620,K05705.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,95.2544,0.3116,3.379,465.4,2.2,413,6.89
3158,9946525,K00398.01,Kepler-148 d,CONFIRMED,CANDIDATE,0.963,0,0,0,0,51.8469,0.681,4.7769,9636.3,8.73,413,6.9
5065,10464666,K03578.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,131.736,0.871,5.28476,58381,54.38,413,6.89
6129,6934045,K05336.01,Unknown,CANDIDATE,CANDIDATE,0.502,0,0,0,0,265.741,0.652,18.078,273.4,3.24,413,6.9
6552,10879899,K05839.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,169.415,0.7546,3.884,239.9,2.32,413,6.87
6759,7468295,K05394.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,456.573,0.1768,5.465,397.5,7.88,413,6.88
6206,3644399,K04997.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1,119.67,0.332,20.67,421.9,2.21,413,6.88
7206,7663405,K01519.02,Unknown,CANDIDATE,CANDIDATE,0.742,0,0,0,0,57.1329,0.32,4.958,414.1,1.81,414,6.94
3744,9718066,K02287.02,Kepler-378 c,CONFIRMED,CANDIDATE,0.08,0,0,0,0,28.9061,0.863,3.099,99,0.79,414,6.94
3470,5562784,K00608.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,25.3371,0.824,9.664,2279.4,3.47,414,6.93
4957,6021275,K00284.04,Kepler-132 e,CONFIRMED,CANDIDATE,0.844,0,0,0,0,110.287,0.675,4.427,145.3,1.41,414,6.96
5909,6387557,K05279.01,Unknown,CANDIDATE,CANDIDATE,0.765,0,0,0,0,103.722,0.017,6.061,296.9,1.95,414,6.92
692,6607447,K01242.01,Unknown,CANDIDATE,CANDIDATE,1,0,0,0,0,99.6443,0.966,5.1772,3215.6,8.48,415,6.98
7482,8414216,K07036.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,11.9314,0.412,3.639,122.1,0.56,415,7
9480,7503885,K03417.01,Kepler-1494 b,CONFIRMED,CANDIDATE,1,0,0,0,0,91.0786,0.901,10.304,738.6,3.26,415,7.02
8783,6606438,K02860.01,Unknown,CANDIDATE,CANDIDATE,1,0,0,0,0,103.427,0.013,5.03,950.1,3.16,416,7.08
688,11176127,K01430.02,Kepler-298 c,CONFIRMED,CANDIDATE,1,0,0,0,0,22.9289,0.805,2.0831,908.9,2.08,416,7.09
990,11177707,K01423.01,Kepler-841 b,CONFIRMED,CANDIDATE,1,0,0,0,0,124.42,0.017,3.7197,4107,10.3,416,7.07
4935,9328641,K03400.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,33.324,0.47,37.217,2012.1,2.55,416,7.06
8445,7868967,K06925.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,12.9489,0.0847,2.162,331,0.94,416,7.09
5601,10749128,K01639.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,0,0,0,0,125.043,0.5215,8.99,104.3,1.2,416,7.06
7081,10964440,K01310.02,Unknown,CANDIDATE,CANDIDATE,0.913,0,0,0,0,144.689,0.087,9.468,397.1,3.33,416,7.09
3851,7801070,K04361.01,Unknown,CANDIDATE,CANDIDATE,0.974,0,0,0,0,75.8781,0.705,1.383,1054,3.39,417,7.18
1288,10004738,K01598.01,Kepler-310 c,CONFIRMED,CANDIDATE,0.986,0,0,0,0,56.4758,0.862,5.961,1091.8,3.22,417,7.14
1346,9030537,K01892.01,Unknown,CANDIDATE,CANDIDATE,1,0,0,0,0,62.5614,0.842,5.907,1372.6,3.54,417,7.13
7311,8413968,K03251.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,135.223,0.0177,8.989,56.3,0.92,417,7.18
2215,9712350,K02613.01,Unknown,CANDIDATE,CANDIDATE,0.989,0,0,0,0,51.5739,0.275,2.784,900.7,2.41,417,7.12
1238,11669125,K01535.01,Kepler-888 b,CONFIRMED,CANDIDATE,0.956,0,0,0,0,70.6982,0.026,6.632,357.7,1.63,417,7.11
206,7287995,K00877.03,Kepler-81 d,CONFIRMED,CANDIDATE,0.998,0,0,0,0,20.8376,0.706,2.3734,439,1.42,418,7.24
934,10790387,K01288.01,Kepler-807 b,CONFIRMED,CANDIDATE,1,0,0,0,0,117.931,0.615,5.8796,8506.6,10.36,418,7.2
3120,4633570,K00446.02,Kepler-158 c,CONFIRMED,CANDIDATE,0.895,0,0,0,0,28.5516,0.623,4.1502,807.8,1.97,418,7.21
756,8751933,K01257.01,Kepler-420 b,CONFIRMED,FALSE POSITIVE,0.117,0,1,0,0,86.6476,0,4.2326,7311.6,9.4,419,7.28
2786,6263593,K03049.01,Kepler-1418 b,CONFIRMED,CANDIDATE,0.799,0,0,0,0,22.4766,0.176,3.437,481.4,1.21,419,7.27
1275,12406749,K01476.01,Unknown,CANDIDATE,CANDIDATE,0.999,0,0,0,0,56.3588,0.906,6.927,2559.6,5.04,419,7.29
9144,7053328,K08133.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,455.771,0.802,5.1149,341.1,5.34,419,7.28
8752,3936061,K06372.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,71.008,0.1788,5.395,170.2,1.11,419,7.27
801,8547140,K01266.01,Kepler-801 b,CONFIRMED,CANDIDATE,1,0,0,0,0,11.4193,0.242,3.9908,915.6,1.48,419,7.32
6041,5685113,K05191.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,37.0787,0.5101,4.403,147.4,0.8,419,7.27
2829,5688790,K03144.01,Kepler-1439 b,CONFIRMED,CANDIDATE,0.858,0,0,0,0,8.07394,0.928,2.455,1056,1.59,420,7.33
4774,10677186,K03595.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,100.401,0.436,9.7436,53782,26,420,7.37
3825,4571004,K04355.03,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,81.6758,0.3455,11.53,143.4,1.31,420,7.33
2210,1849702,K02538.01,Unknown,CANDIDATE,CANDIDATE,1,0,0,0,0,39.8313,0.24,2.442,388.8,1.46,420,7.33
6807,11824578,K05937.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,357.589,0.1542,3.367,344.8,3.53,420,7.38
5201,6780367,K07789.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.358,1,0,0,0,175.359,0.034,5.34,215,2.9,420,7.36
904,9150827,K01408.01,Unknown,CANDIDATE,CANDIDATE,1,0,0,0,0,14.5341,0.766,3.3094,510.6,1.36,420,7.34
4921,4844470,K03469.01,Unknown,CANDIDATE,CANDIDATE,0.955,0,0,0,0,60.533,0.618,7.086,467.5,1.91,420,7.36
4791,7132542,K03517.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,66.361,0.486,20.0614,416740,61.42,420,7.33
3732,9700449,K04120.01,Unknown,CANDIDATE,CANDIDATE,0.965,0,0,0,0,110.462,0.036,12.46,331.2,1.93,420,7.34
3360,5113822,K00638.02,Kepler-199 c,CONFIRMED,CANDIDATE,0.954,0,0,0,0,67.0931,0.822,7.334,1254.2,3.51,420,7.38
8585,8414914,K05513.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,100.304,0.388,10.578,488040,78.77,421,7.41
4590,10810859,K04801.01,Unknown,CANDIDATE,CANDIDATE,0.414,0,0,0,0,82.4013,0.703,6.48,430.7,2.21,421,7.42
6824,12105086,K05954.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,73.909,0.4947,3.916,100.5,0.94,421,7.44
486,8240904,K01070.02,Kepler-266 c,CONFIRMED,CANDIDATE,1,0,0,0,0,107.721,0.003,8.042,1396.2,4.75,421,7.39
4444,8233802,K03302.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.001,0,0,1,0,69.3789,0.539,3.807,530.4,2.07,421,7.4
1920,5978559,K02321.01,Unknown,CANDIDATE,CANDIDATE,0.99,0,0,0,0,95.6115,0.046,7.489,487.4,2.37,421,7.45
6672,7204233,K05371.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.048,0,0,1,0,33.3038,0.072,3.003,272.4,1.14,422,7.53
6101,6719052,K05320.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,357.438,0.1427,15.903,272.3,3.13,422,7.53
6765,8442463,K05519.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,361.31,0.0802,12.968,275.6,7.07,422,7.5
1772,10206675,K02283.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,17.4021,1.216,3.745,616.5,16.37,422,7.49
3575,3218844,K07646.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.147,1,0,0,0,85.1129,0.033,2.503,513.8,2.21,422,7.48
6676,7213311,K05375.01,Unknown,CANDIDATE,CANDIDATE,0.176,0,0,0,0,285.375,0.018,4.865,482.3,5.94,423,7.54
2876,11194032,K00348.01,Kepler-533 b,CONFIRMED,CANDIDATE,1,0,0,0,0,28.5112,0.77,4.5941,1844.6,3.27,423,7.55
1643,5124667,K01822.01,Unknown,CANDIDATE,CANDIDATE,1,0,0,0,0,150.878,0.022,8.6797,659.9,4.37,423,7.56
2534,4846856,K02900.01,Unknown,CANDIDATE,CANDIDATE,0.977,0,0,0,0,46.1513,0.688,5.346,649,2.08,423,7.59
3523,11773022,K00620.03,Kepler-51 c,CONFIRMED,CANDIDATE,0.97,0,0,0,0,85.3162,0.972,2.7441,1902.6,6.34,423,7.57
2569,6716545,K02906.02,Unknown,CANDIDATE,CANDIDATE,0.804,0,0,0,0,145.882,0.325,11.342,156.9,1.8,424,7.63
9511,8126531,K07868.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.128,1,0,0,0,513.428,0.714,6.278,523.2,14.87,424,7.67
1930,4370527,K02166.01,Kepler-1128 b,CONFIRMED,CANDIDATE,0.997,0,0,0,0,61.6175,0.091,3.816,1350.7,3.36,424,7.67
6830,12253490,K05961.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,19.1598,1.191,3.10166,32491,25.24,424,7.65
6105,6766583,K05325.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,63.0242,0.0223,5.77,294.6,1.5,424,7.66
5862,9950316,K02947.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,0,0,0,0,57.1046,0.087,11.5,144.3,0.98,425,7.74
537,8351704,K01146.01,Kepler-779 b,CONFIRMED,CANDIDATE,1,0,0,0,0,7.09712,0.05,2.1059,369.5,0.74,425,7.73
8091,5535280,K06597.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,74.9853,0.987,6.23451,105350,49.22,425,7.69
1331,4813563,K01959.01,Kepler-1026 b,CONFIRMED,CANDIDATE,1,0,0,0,0,36.5158,0.787,3.6577,861.3,2.55,425,7.71
1706,4545187,K00223.02,Kepler-121 c,CONFIRMED,CANDIDATE,1,0,0,0,0,41.0081,0.878,4.376,1004.5,2.64,425,7.72
1366,4263293,K01895.02,Kepler-331 c,CONFIRMED,CANDIDATE,1,0,0,0,0,17.2812,0.206,2.829,1562.8,2.04,425,7.75
6544,9775475,K05711.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,78.4286,1.388,3.7368,83303,85.77,425,7.74
4104,10467714,K04480.01,Unknown,CANDIDATE,CANDIDATE,1,0,0,0,0,58.7489,0.186,3.191,473.6,1.75,425,7.7
