rowid,kepoi_name,koi_period,koi_prad,koi_teq
7791,K06553.01,1.9497,1.05e-07,-1.05e-07
2694,K00064.01,1.95108,3.888e-06,-3.888e-06
8216,K06615.01,1.9512,1.715e-05,-1.715e-05
2444,K02723.01,1.95271,2.256e-06,-2.256e-06
8069,K07524.01,1.95329,4.67e-07,-4.67e-07
1488,K01922.01,1.95453,3.283e-06,-3.283e-06
215,K00882.01,1.95681,1.059e-06,-1.059e-06
2119,K02438.01,1.95858,8.678e-06,-8.678e-06
7566,K06401.01,1.96134,1.126e-05,-1.126e-05
4396,K04613.01,1.96228,9.845e-06,-9.845e-06
2105,K02514.01,1.96433,1.611e-05,-1.611e-05
7881,K07232.01,1.96683,2.148e-05,-2.148e-05
1442,K01845.01,1.97034,2.276e-06,-2.276e-06
8679,K06298.01,1.97362,3.5205e-05,-3.5205e-05
344,K01176.01,1.97376,9.9e-08,-9.9e-08
4091,K04274.01,1.97507,1.386e-05,-1.386e-05
4640,K04884.01,1.97515,3.13e-05,-3.13e-05
3861,K04224.01,1.97521,8.234e-06,-8.234e-06
4673,K04749.01,1.9765,1.096e-05,-1.096e-05
2816,K00339.01,1.98036,2.322e-06,-2.322e-06
9484,K07970.01,1.98515,1.19e-05,-1.19e-05
7154,K06048.01,1.98559,9.5e-08,-9.5e-08
5191,K03757.01,1.98664,1.253e-05,-1.253e-05
5690,K02203.01,1.99043,1.014e-05,-1.014e-05
8944,K06376.01,1.9921,1.93e-07,-1.93e-07
4938,K01681.02,1.99281,7.832e-06,-7.832e-06
5184,K07793.01,1.99469,4.991e-05,-4.991e-05
9296,K07794.01,1.99492,5.113e-05,-5.113e-05
2352,K02777.01,1.99566,2.996e-05,-2.996e-05
7856,K06700.01,1.99567,1.836e-05,-1.836e-05
8096,K06729.01,1.99573,2.49e-07,-2.49e-07
9478,K08252.01,1.99638,6.106e-05,-6.106e-05
7501,K07437.01,1.99972,1.979e-05,-1.979e-05
392,K00985.01,2.00278,7.647e-06,-7.647e-06
8124,K07395.01,2.00281,3.5205e-05,-3.5205e-05
8774,K06801.01,2.00384,2.663e-05,-2.663e-05
2375,K02859.02,2.00541,9.872e-06,-9.872e-06
2463,K02731.01,2.00775,6.509e-06,-6.509e-06
3699,K07645.01,2.00871,3.039e-05,-3.039e-05
8134,K03019.02,2.01209,1.945e-05,-1.945e-05
9245,K07146.01,2.01515,9.6e-08,-9.6e-08
2015,K02565.01,2.01949,1.644e-05,-1.644e-05
2969,K00579.01,2.02,2.758e-06,-2.758e-06
4074,K04340.01,2.02266,2.384e-05,-2.384e-05
2988,K00529.01,2.02312,1.254e-06,-1.254e-06
2510,K02891.01,2.02313,5.949e-06,-5.949e-06
2837,K00343.02,2.02414,2.059e-06,-2.059e-06
1469,K01916.03,2.02482,1.002e-05,-1.002e-05
6932,K03748.02,2.02488,3.766e-05,-3.766e-05
7846,K06561.01,2.02558,2.71e-07,-2.71e-07
8896,K06044.01,2.02738,8.47e-07,-8.47e-07
7994,K07242.01,2.02851,1.95e-07,-1.95e-07
1659,K02339.01,2.03232,4.589e-06,-4.589e-06
2199,K02387.01,2.03232,5.327e-06,-5.327e-06
2886,K02994.01,2.03387,1.408e-05,-1.408e-05
8673,K07333.01,2.03743,3.057e-05,-3.057e-05
5489,K02320.01,2.03744,1.732e-05,-1.732e-05
341,K01173.01,2.03744,9.676e-06,-9.676e-06
6404,K05797.01,2.03745,4.3e-08,-4.3e-08
7079,K00744.02,2.03746,1.472e-05,-1.472e-05
7823,K07351.01,2.04517,2.54e-07,-2.54e-07
2915,K03082.01,2.04517,1.337e-05,-1.337e-05
4109,K04549.01,2.04816,1.749e-05,-1.749e-05
4224,K04714.01,2.0496,8.793e-06,-8.793e-06
5146,K03748.01,2.05044,1.298e-06,-1.298e-06
4364,K04678.01,2.05048,2.192e-05,-2.192e-05
239,K00897.01,2.05235,1.37e-07,-1.37e-07
1859,K02075.01,2.05334,7.397e-06,-7.397e-06
7119,K06235.01,2.05387,7.86e-07,-7.86e-07
992,K01425.01,2.05388,3.356e-06,-3.356e-06
5647,K02184.01,2.0575,8.567e-06,-8.567e-06
3301,K00573.02,2.06191,5.013e-06,-5.013e-06
7156,K06050.01,2.0649,1.233e-06,-1.233e-06
5553,K01698.01,2.06535,8.985e-06,-8.985e-06
8744,K07403.01,2.06942,2.95e-07,-2.95e-07
8598,K07276.01,2.07194,1.1e-07,-1.1e-07
7462,K06510.01,2.07218,3.94e-07,-3.94e-07
7012,K06205.01,2.07387,6.787e-06,-6.787e-06
5297,K03705.01,2.08043,3.98e-07,-3.98e-07
5274,K03701.01,2.08043,1.521e-06,-1.521e-06
1393,K00024.01,2.08608,1.392e-06,-1.392e-06
5022,K03572.01,2.08608,1.072e-06,-1.072e-06
8650,K07594.01,2.08803,2.365e-05,-2.365e-05
140,K00834.04,2.09081,9.571e-06,-9.571e-06
3116,K00597.02,2.09227,5.814e-06,-5.814e-06
2279,K02404.01,2.10082,1.482e-05,-1.482e-05
938,K01292.01,2.10242,1.311e-06,-1.311e-06
4866,K03619.01,2.10324,6.22e-07,-6.22e-07
7249,K06171.01,2.10324,1.35e-07,-1.35e-07
8604,K06939.01,2.10413,2.131e-05,-2.131e-05
2113,K02662.01,2.10434,4.467e-06,-4.467e-06
2965,K00526.01,2.10472,8.86e-07,-8.86e-07
7645,K06932.01,2.10524,3.04e-07,-3.04e-07
5428,K03657.01,2.1124,1.051e-06,-1.051e-06
5422,K03884.01,2.11241,3.989e-06,-3.989e-06
7588,K06922.01,2.1132,2.04e-07,-2.04e-07
1212,K01464.01,2.1132,3.024e-06,-3.024e-06
2618,K03011.01,2.11548,2.43e-05,-2.43e-05
3958,K04174.01,2.11549,2.142e-05,-2.142e-05
5645,K01994.01,2.1155,7.345e-06,-7.345e-06
7957,K06321.01,2.11551,3.11e-07,-3.11e-07
5337,K03635.01,2.11551,3.391e-06,-3.391e-06
5626,K02157.01,2.11552,1.536e-05,-1.536e-05
2725,K03112.01,2.11889,7.715e-06,-7.715e-06
5375,K03802.01,2.1191,2.796e-06,-2.796e-06
5210,K03688.01,2.11911,2.572e-06,-2.572e-06
1506,K01924.01,2.11913,2.116e-05,-2.116e-05
2000,K02639.02,2.12102,9.045e-06,-9.045e-06
2409,K02792.01,2.12822,1.115e-05,-1.115e-05
8789,K07143.01,2.13123,1.639e-06,-1.639e-06
4549,K03208.01,2.13166,9.485e-06,-9.485e-06
2090,K02586.01,2.13195,6.449e-06,-6.449e-06
7076,K06025.01,2.13658,1.293e-06,-1.293e-06
7544,K07183.01,2.13683,3.52e-07,-3.52e-07
1301,K01548.01,2.13933,1.134e-06,-1.134e-06
673,K01240.01,2.13956,3.111e-06,-3.111e-06
8056,K07254.01,2.14344,3.6e-07,-3.6e-07
774,K01450.01,2.14463,1.266e-06,-1.266e-06
4929,K03550.01,2.14822,3.17e-07,-3.17e-07
8210,K06494.01,2.15045,1.951e-05,-1.951e-05
4383,K04682.01,2.15052,2.152e-05,-2.152e-05
7016,K06208.01,2.15121,7.526e-06,-7.526e-06
7061,K06125.01,2.15138,8.1e-08,-8.1e-08
3605,K04147.01,2.15293,1.057e-05,-1.057e-05
3012,K00085.02,2.15491,2.507e-06,-2.507e-06
954,K01227.01,2.15528,1.009e-06,-1.009e-06
3697,K04038.01,2.15682,1.724e-05,-1.724e-05
5596,K03990.01,2.1584,1.421e-05,-1.421e-05
7913,K06703.01,2.1584,2.315e-06,-2.315e-06
7365,K06890.01,2.15889,1.562e-05,-1.562e-05
4272,K04517.01,2.16133,1.63e-05,-1.63e-05
8515,K07443.01,2.16147,4.274e-05,-4.274e-05
8000,K07377.01,2.16158,1.096e-06,-1.096e-06
2622,K06308.01,2.16357,3.04e-07,-3.04e-07
6658,K05619.01,2.16403,3.5205e-05,-3.5205e-05
2589,K02839.01,2.16457,6.423e-06,-6.423e-06
1666,K02104.01,2.16845,2.811e-06,-2.811e-06
744,K01317.01,2.17183,7.52e-07,-7.52e-07
7472,K06775.01,2.17204,8.79e-07,-8.79e-07
5502,K01674.01,2.17258,7.969e-06,-7.969e-06
2399,K02962.01,2.17291,1.396e-05,-1.396e-05
7240,K06077.01,2.17355,3.092e-06,-3.092e-06
2245,K02470.01,2.1749,1.487e-05,-1.487e-05
6654,K05615.01,2.17492,3.898e-06,-3.898e-06
4528,K04788.01,2.17812,1.978e-05,-1.978e-05
9033,K08006.01,2.17813,1.686e-05,-1.686e-05
4361,K04675.01,2.17813,2.623e-05,-2.623e-05
9129,K07996.01,2.17814,2.491e-05,-2.491e-05
8821,K07193.01,2.17814,1.566e-05,-1.566e-05
9271,K07939.01,2.17814,6.472e-06,-6.472e-06
7763,K07210.02,2.17815,1.321e-05,-1.321e-05
3469,K00713.01,2.17815,1.825e-06,-1.825e-06
3468,K00712.01,2.17815,5.367e-06,-5.367e-06
3959,K04175.01,2.17815,1.383e-05,-1.383e-05
1095,K01504.01,2.17815,2.501e-06,-2.501e-06
5287,K03860.01,2.17815,2.707e-06,-2.707e-06
3924,K04239.01,2.17816,1.383e-05,-1.383e-05
9399,K04250.01,2.17819,1.527e-05,-1.527e-05
3897,K04433.01,2.17824,2.245e-05,-2.245e-05
8793,K06189.01,2.17992,6.5e-08,-6.5e-08
4084,K04203.01,2.18079,1.132e-05,-1.132e-05
4820,K03606.01,2.18156,2.901e-06,-2.901e-06
4048,K04265.01,2.18242,2.437e-05,-2.437e-05
8162,K06869.01,2.18252,5.08e-07,-5.08e-07
8979,K06391.01,2.18352,1.891e-06,-1.891e-06
2747,K03119.01,2.18444,6.441e-06,-6.441e-06
5265,K02059.02,2.18566,1.714e-05,-1.714e-05
3940,K04447.01,2.1866,1.056e-05,-1.056e-05
4473,K04847.01,2.18908,1.61e-05,-1.61e-05
5205,K03915.01,2.18909,4.373e-06,-4.373e-06
5772,K03950.01,2.18909,2.31e-06,-2.31e-06
8456,K06423.01,2.1891,3.323e-05,-3.323e-05
5522,K03976.01,2.1891,2.011e-06,-2.011e-06
5701,K04011.01,2.19069,1.183e-05,-1.183e-05
5361,K03642.01,2.192,1.463e-06,-1.463e-06
3452,K00603.01,2.19201,1.528e-06,-1.528e-06
1967,K02169.04,2.19252,3.267e-05,-3.267e-05
6018,K05307.01,2.1951,1.424e-05,-1.424e-05
7746,K06814.01,2.19636,2.87e-07,-2.87e-07
7745,K06813.01,2.19643,5.741e-05,-5.741e-05
5558,K01763.01,2.19906,1.862e-05,-1.862e-05
7713,K07336.01,2.19907,6.7e-08,-6.7e-08
5181,K03910.01,2.19908,7.303e-06,-7.303e-06
12,K00002.01,2.20474,4.3e-08,-4.3e-08
4065,K04267.01,2.2083,1.798e-05,-1.798e-05
4056,K04400.01,2.20923,1.472e-05,-1.472e-05
4295,K04522.01,2.21031,1.984e-05,-1.984e-05
233,K00904.01,2.21112,2.691e-06,-2.691e-06
7916,K06709.01,2.21275,0.0001046,-0.0001046
8033,K06722.01,2.21288,1.05e-07,-1.05e-07
4003,K04186.01,2.21316,1.386e-05,-1.386e-05
5233,K07801.01,2.21396,2.323e-05,-2.323e-05
9117,K06818.01,2.21396,4.51e-07,-4.51e-07
2769,K03126.01,2.21397,2.425e-05,-2.425e-05
8232,K07013.01,2.21403,1.23e-07,-1.23e-07
9358,K07950.01,2.21568,2.932e-05,-2.932e-05
2369,K02778.01,2.21571,7.627e-06,-7.627e-06
3148,K02678.02,2.21659,0.00033,-0.00033
8611,K04465.01,2.21701,1.586e-05,-1.586e-05
3028,K00489.01,2.21704,3.103e-06,-3.103e-06
8946,K07623.01,2.22273,2.444e-05,-2.444e-05
2384,K02715.02,2.2265,5.317e-06,-5.317e-06
658,K01042.01,2.22772,2.546e-06,-2.546e-06
1351,K01964.01,2.22933,6.272e-06,-6.272e-06
1304,K01550.01,2.2338,9.59e-07,-9.59e-07
7784,K06430.01,2.23416,3.5205e-05,-3.5205e-05
3145,K00453.01,2.2361,2.977e-06,-2.977e-06
5512,K02362.01,2.23718,7.774e-06,-7.774e-06
178,K00861.01,2.23749,5.022e-06,-5.022e-06
4589,K04800.01,2.23756,4.878e-05,-4.878e-05
1009,K01713.02,2.24049,3.666e-06,-3.666e-06
8455,K06419.01,2.24294,2.115e-05,-2.115e-05
8762,K06112.01,2.24302,4.5e-08,-4.5e-08
830,K01333.01,2.24302,4.519e-06,-4.519e-06
4088,K07690.01,2.24304,4.874e-05,-4.874e-05
60,K00778.01,2.24338,2.67e-06,-2.67e-06
8113,K07131.01,2.24357,2.49e-07,-2.49e-07
5251,K03695.01,2.2446,3.383e-06,-3.383e-06
7979,K06846.01,2.24572,2.335e-05,-2.335e-05
7978,K06845.01,2.24574,2.28e-07,-2.28e-07
5355,K03872.01,2.24806,4.217e-06,-4.217e-06
1401,K01835.02,2.24829,2.61e-06,-2.61e-06
6546,K05714.01,2.249,5.31e-07,-5.31e-07
8150,K07881.01,2.25021,0.0001633,-0.0001633
2757,K00328.01,2.25083,1.053e-06,-1.053e-06
4872,K07751.01,2.25161,1.888e-05,-1.888e-05
5430,K03658.01,2.25242,1.261e-06,-1.261e-06
7441,K07428.01,2.25282,1.34e-07,-1.34e-07
7442,K07429.01,2.25285,2.755e-05,-2.755e-05
2307,K02764.01,2.25298,8.335e-06,-8.335e-06
7918,K06836.01,2.25354,4.09e-07,-4.09e-07
5554,K01699.01,2.25355,8.201e-06,-8.201e-06
8474,K06748.01,2.26447,5.38e-07,-5.38e-07
5229,K03691.02,2.26632,3.5205e-05,-3.5205e-05
2040,K02421.01,2.2705,1.155e-05,-1.155e-05
3833,K04424.01,2.27165,2.105e-05,-2.105e-05
1164,K01578.01,2.27191,1.299e-05,-1.299e-05
7776,K07481.01,2.27463,1.43e-07,-1.43e-07
2319,K02924.01,2.27952,8.536e-06,-8.536e-06
820,K01447.02,2.28,1.07e-06,-1.07e-06
6919,K06094.01,2.28347,3.023e-06,-3.023e-06
8667,K06672.01,2.28494,1.043e-05,-1.043e-05
2267,K02476.01,2.28607,2.379e-05,-2.379e-05
5544,K03978.01,2.28613,1.887e-05,-1.887e-05
9335,K07295.01,2.28752,2.18e-07,-2.18e-07
1573,K02017.01,2.29504,1.29e-05,-1.29e-05
4124,K04484.01,2.29795,2.025e-05,-2.025e-05
8471,K06998.01,2.30119,1.376e-06,-1.376e-06
5152,K03826.01,2.30121,1.186e-05,-1.186e-05
6269,K03175.01,2.30237,3.006e-06,-3.006e-06
1739,K02360.01,2.30368,1.307e-05,-1.307e-05
8125,K07397.01,2.3051,1.068e-06,-1.068e-06
7259,K06081.01,2.3059,3.5205e-05,-3.5205e-05
8734,K04966.01,2.31164,1.051e-05,-1.051e-05
7461,K06509.01,2.31169,5.539e-05,-5.539e-05
8665,K06658.01,2.31337,2.4e-07,-2.4e-07
3754,K04129.01,2.31482,1.321e-05,-1.321e-05
8541,K06871.01,2.31611,3.256e-05,-3.256e-05
7980,K06848.01,2.31617,1.11e-07,-1.11e-07
3964,K07663.01,2.31894,4.549e-05,-4.549e-05
2811,K03141.01,2.31942,1.601e-05,-1.601e-05
7525,K06780.01,2.32519,2.039e-06,-2.039e-06
8639,K06257.01,2.3254,1.535e-05,-1.535e-05
4796,K03601.01,2.33212,3.188e-06,-3.188e-06
62,K00780.01,2.33744,1.951e-06,-1.951e-06
3228,K00565.01,2.34052,8.603e-06,-8.603e-06
7640,K06803.01,2.34053,2.514e-06,-2.514e-06
711,K01434.01,2.34323,7.67e-06,-7.67e-06
8260,K06365.01,2.34414,7.181e-06,-7.181e-06
1787,K02208.01,2.34451,5.694e-06,-5.694e-06
986,K01358.04,2.34586,9.55e-06,-9.55e-06
5326,K03789.01,2.34748,4.82e-06,-4.82e-06
7709,K07205.01,2.35183,0.0007684,-0.0007684
7710,K07206.01,2.35196,2.12e-07,-2.12e-07
5711,K02234.01,2.35198,1.501e-05,-1.501e-05
1808,K02214.01,2.35227,8.087e-06,-8.087e-06
8605,K06949.01,2.35245,3.5205e-05,-3.5205e-05
1245,K01590.02,2.35575,1.021e-05,-1.021e-05
3253,K00568.02,2.35895,8.783e-06,-8.783e-06
1748,K02193.01,2.36172,3.492e-06,-3.492e-06
6010,K05180.01,2.36235,2.614e-06,-2.614e-06
1067,K01618.01,2.36437,1.897e-05,-1.897e-05
5584,K01774.01,2.36817,3.507e-06,-3.507e-06
5350,K02034.02,2.37029,3.066e-05,-3.066e-05
7134,K06042.01,2.37159,6.31e-07,-6.31e-07
2449,K02803.01,2.37752,1.351e-05,-1.351e-05
7118,K06234.01,2.37796,6.92e-07,-6.92e-07
1264,K01541.01,2.37928,4.06e-07,-4.06e-07
962,K01296.01,2.38086,1.16e-07,-1.16e-07
519,K00941.02,2.38265,3.595e-06,-3.595e-06
190,K00880.04,2.38295,2.808e-06,-2.808e-06
5238,K03772.01,2.38405,2.454e-06,-2.454e-06
145,K00836.01,2.38405,4.74e-06,-4.74e-06
7168,K07862.01,2.38794,3.557e-05,-3.557e-05
5367,K03722.01,2.3892,3.5205e-05,-3.5205e-05
2809,K03136.01,2.39162,1.199e-05,-1.199e-05
1908,K02159.02,2.39263,6.41e-06,-6.41e-06
3152,K00553.01,2.39907,8.78e-06,-8.78e-06
5567,K03982.01,2.39908,7.453e-06,-7.453e-06
4630,K04808.01,2.40175,1.34e-05,-1.34e-05
5402,K03650.01,2.40175,2.251e-06,-2.251e-06
894,K00159.02,2.40364,7.54e-06,-7.54e-06
8082,K07544.01,2.4037,3.5205e-05,-3.5205e-05
7684,K06541.01,2.40429,6.96e-07,-6.96e-07
6040,K05190.01,2.40435,4.758e-05,-4.758e-05
5773,K03951.01,2.40435,1.483e-05,-1.483e-05
7108,K06134.01,2.40439,5.5e-08,-5.5e-08
7903,K06451.01,2.4044,3.062e-05,-3.062e-05
5044,K07743.01,2.40441,3.665e-05,-3.665e-05
3268,K06612.02,2.40448,3.5205e-05,-3.5205e-05
9028,K01806.01,2.40456,3.734e-06,-3.734e-06
8223,K06878.01,2.40563,5.222e-06,-5.222e-06
5159,K03906.01,2.40657,3.809e-06,-3.809e-06
6326,K05403.01,2.41172,2.43e-05,-2.43e-05
8169,K07003.01,2.41194,1.839e-05,-1.839e-05
7824,K07352.01,2.41349,4.627e-05,-4.627e-05
1555,K02013.01,2.41435,4.231e-06,-4.231e-06
5456,K03739.01,2.41593,1.426e-06,-1.426e-06
5448,K03892.01,2.4166,5.23e-06,-5.23e-06
3576,K04136.01,2.4175,2.156e-05,-2.156e-05
4164,K04493.01,2.41796,3.044e-05,-3.044e-05
4495,K03234.01,2.4181,1.372e-05,-1.372e-05
1227,K00191.02,2.41841,2.472e-06,-2.472e-06
1781,K02357.01,2.42088,1.327e-05,-1.327e-05
1057,K01498.02,2.4215,1.597e-05,-1.597e-05
8227,K06884.01,2.42187,3.5205e-05,-3.5205e-05
1396,K00220.01,2.42208,4.83e-07,-4.83e-07
2713,K00321.01,2.4263,2.398e-06,-2.398e-06
4475,K03227.01,2.4265,1.708e-05,-1.708e-05
8437,K07290.01,2.42797,6.09e-07,-6.09e-07
3819,K04284.01,2.42804,4.19e-05,-4.19e-05
8589,K06582.01,2.43136,1.5e-05,-1.5e-05
3736,K04124.01,2.43143,2.587e-05,-2.587e-05
3166,K01942.02,2.4337,8.972e-06,-8.972e-06
7508,K06261.01,2.43574,2.598e-05,-2.598e-05
3710,K04112.01,2.43585,1.337e-05,-1.337e-05
3016,K00583.01,2.43703,5.017e-06,-5.017e-06
5868,K02988.01,2.43731,3.5205e-05,-3.5205e-05
8116,K07258.01,2.43764,1.8e-05,-1.8e-05
1274,K01701.01,2.43903,5.941e-06,-5.941e-06
4119,K04625.01,2.44084,6.802e-06,-6.802e-06
8233,K07014.01,2.44199,2.48e-07,-2.48e-07
535,K01144.01,2.442,1.066e-05,-1.066e-05
8353,K07015.01,2.442,4e-05,-4e-05
4052,K04334.01,2.44232,1.038e-05,-1.038e-05
8640,K06270.01,2.44294,1.791e-06,-1.791e-06
2613,K00363.01,2.44295,2.572e-06,-2.572e-06
7612,K06271.01,2.44296,1.47e-05,-1.47e-05
2382,K02951.01,2.44359,1.446e-05,-1.446e-05
5338,K03636.01,2.44674,6.85e-07,-6.85e-07
129,K00839.01,2.44674,3.089e-06,-3.089e-06
8475,K06763.01,2.44694,1.067e-05,-1.067e-05
4360,K04606.01,2.44927,2.736e-05,-2.736e-05
7391,K04766.02,2.45262,2.175e-05,-2.175e-05
3546,K00676.02,2.45324,9.91e-07,-9.91e-07
2018,K00254.01,2.45524,1.11e-07,-1.11e-07
5621,K01653.01,2.4557,1.022e-05,-1.022e-05
6705,K05382.01,2.45649,1.366e-05,-1.366e-05
2726,K03113.01,2.4605,1.172e-05,-1.172e-05
1271,K01692.02,2.46107,1.28e-05,-1.28e-05
3363,K00692.01,2.46234,4.096e-06,-4.096e-06
2640,K03017.01,2.46289,1.574e-05,-1.574e-05
5666,K01811.01,2.46353,3.406e-05,-3.406e-05
5694,K02231.01,2.46416,6.773e-06,-6.773e-06
1045,K01612.01,2.46502,5.414e-06,-5.414e-06
8630,K07281.01,2.46507,5.762e-05,-5.762e-05
1556,K02014.01,2.46607,3.827e-06,-3.827e-06
483,K01069.02,2.46697,6.298e-06,-6.298e-06
5492,K02330.01,2.4681,1.408e-05,-1.408e-05
7965,K06460.01,2.47028,5.22e-07,-5.22e-07
11,K00001.01,2.47061,2.7e-08,-2.7e-08
2961,K02298.03,2.47241,1.886e-05,-1.886e-05
8746,K07422.01,2.47995,8.52e-07,-8.52e-07
4527,K04787.01,2.48266,2.156e-05,-2.156e-05
821,K01448.01,2.48659,2.396e-06,-2.396e-06
7818,K07217.01,2.48881,1.3e-07,-1.3e-07
4235,K04578.01,2.48883,3.329e-05,-3.329e-05
2474,K02884.01,2.48883,2.603e-05,-2.603e-05
5116,K03667.01,2.48955,1.045e-06,-1.045e-06
7386,K07419.01,2.48955,4.9e-07,-4.9e-07
5501,K01673.01,2.49047,1.163e-05,-1.163e-05
1986,K02412.01,2.49324,9.349e-06,-9.349e-06
3865,K04296.01,2.49385,1.181e-05,-1.181e-05
269,K00928.01,2.49417,1.264e-06,-1.264e-06
2349,K02774.01,2.49432,6.021e-06,-6.021e-06
949,K01416.01,2.49578,1.818e-06,-1.818e-06
7928,K07103.01,2.49633,1.43e-07,-1.43e-07
571,K01019.01,2.49705,3.5205e-05,-3.5205e-05
7500,K07436.01,2.49777,3.5205e-05,-3.5205e-05
7855,K06699.01,2.49904,5.452e-05,-5.452e-05
4232,K04508.01,2.49915,1.527e-05,-1.527e-05
7555,K07448.01,2.50013,4.011e-05,-4.011e-05
9019,K06512.01,2.50056,3.5205e-05,-3.5205e-05
2577,K02695.01,2.50343,1.002e-05,-1.002e-05
5178,K02055.03,2.50475,1.144e-05,-1.144e-05
107,K00828.01,2.50709,2.401e-06,-2.401e-06
3497,K00104.01,2.50806,3.78e-07,-3.78e-07
5156,K02093.02,2.50812,1.454e-05,-1.454e-05
731,K01436.01,2.50855,7.668e-06,-7.668e-06
3948,K07668.01,2.50933,4.145e-05,-4.145e-05
1352,K01965.01,2.51463,4.428e-06,-4.428e-06
8563,K07184.01,2.5169,2.926e-05,-2.926e-05
7581,K06788.01,2.5199,3.308e-05,-3.308e-05
7948,K07503.01,2.52123,2.407e-05,-2.407e-05
9410,K08073.01,2.52123,5.491e-05,-5.491e-05
8812,K07502.01,2.52125,1.8e-07,-1.8e-07
7830,K07485.01,2.52127,0.001108,-0.001108
8410,K07504.01,2.52127,3.112e-05,-3.112e-05
2297,K02919.01,2.52259,6.821e-06,-6.821e-06
1998,K02638.01,2.52402,6.547e-06,-6.547e-06
9342,K07818.01,2.52444,2.092e-05,-2.092e-05
9119,K06866.01,2.52539,2.017e-06,-2.017e-06
7991,K07116.01,2.52558,2.836e-05,-2.836e-05
5,K00755.01,2.52559,3.761e-06,-3.761e-06
5129,K03822.01,2.52907,2.154e-06,-2.154e-06
8923,K05713.01,2.53021,0.004023,-0.004023
5333,K03866.01,2.53114,5.524e-06,-5.524e-06
7623,K06410.01,2.53471,1.437e-05,-1.437e-05
8459,K07082.01,2.53474,4.27e-07,-4.27e-07
1071,K01626.01,2.53476,7.432e-06,-7.432e-06
7869,K06967.01,2.53539,8.596e-06,-8.596e-06
2411,K02795.01,2.5355,1.826e-05,-1.826e-05
2139,K02674.03,2.53573,1.109e-05,-1.109e-05
8339,K07149.01,2.53708,1.41e-07,-1.41e-07
4877,K01750.02,2.53742,1.271e-05,-1.271e-05
82,K00794.01,2.53918,5.073e-06,-5.073e-06
7644,K06931.01,2.54031,2.198e-05,-2.198e-05
1664,K02103.01,2.54306,9.212e-06,-9.212e-06
4747,K03588.01,2.54459,5.26e-07,-5.26e-07
5820,K03960.01,2.54557,1.388e-05,-1.388e-05
1543,K01867.01,2.54956,3.743e-06,-3.743e-06
3943,K04241.01,2.55315,1.24e-05,-1.24e-05
5138,K03903.01,2.55392,7.809e-06,-7.809e-06
331,K01047.01,2.55549,3.052e-05,-3.052e-05
7038,K06213.01,2.55924,3.044e-06,-3.044e-06
7408,K06631.01,2.56271,2.504e-05,-2.504e-05
8218,K06746.01,2.56401,3.5205e-05,-3.5205e-05
7173,K06052.01,2.56572,3.126e-06,-3.126e-06
8,K00756.03,2.56659,1.781e-05,-1.781e-05
9381,K07391.01,2.57043,4.97e-07,-4.97e-07
2928,K04146.02,2.57384,1.68e-05,-1.68e-05
2127,K00248.03,2.57657,1.951e-06,-1.951e-06
1117,K01511.01,2.57885,5.696e-06,-5.696e-06
704,K01364.05,2.58083,1.223e-05,-1.223e-05
7288,K06092.01,2.5816,1.064e-06,-1.064e-06
8251,K04383.02,2.58394,2.379e-05,-2.379e-05
2874,K00292.01,2.58664,2.709e-06,-2.709e-06
1280,K01542.01,2.58688,1.826e-06,-1.826e-06
5223,K03925.02,2.5904,0.0001653,-0.0001653
1072,K01731.01,2.59488,1.062e-05,-1.062e-05
5236,K03770.01,2.60721,1.819e-05,-1.819e-05
2263,K02472.01,2.60755,6.585e-06,-6.585e-06
8070,K02523.02,2.6109,2.113e-05,-2.113e-05
667,K01427.01,2.61302,6.11e-06,-6.11e-06
3901,K04232.01,2.61577,1.619e-05,-1.619e-05
3606,K04148.01,2.61585,1.845e-05,-1.845e-05
6831,K05962.01,2.61594,7.759e-05,-7.759e-05
7107,K06133.01,2.61609,0.0002203,-0.0002203
1076,K01501.01,2.61703,6.592e-06,-6.592e-06
5458,K03741.01,2.61728,2.778e-06,-2.778e-06
5405,K03653.01,2.61728,1.018e-06,-1.018e-06
5599,K01636.01,2.61841,1.326e-05,-1.326e-05
7885,K07363.01,2.61841,1.13e-07,-1.13e-07
8708,K07364.01,2.61844,2.461e-05,-2.461e-05
2822,K02978.01,2.61846,1.948e-05,-1.948e-05
9140,K08029.01,2.61855,6.24e-05,-6.24e-05
1128,K01644.01,2.62171,7.641e-06,-7.641e-06
2171,K02601.01,2.62213,9.919e-06,-9.919e-06
8796,K05115.01,2.62283,9.2e-08,-9.2e-08
8045,K06988.01,2.62387,1.31e-07,-1.31e-07
484,K00141.01,2.62423,3.89e-07,-3.89e-07
3454,K00605.01,2.62812,1.77e-06,-1.77e-06
2450,K02804.01,2.62838,1.773e-05,-1.773e-05
5788,K02277.01,2.62983,2.15e-05,-2.15e-05
7779,K06297.01,2.62987,4.86e-07,-4.86e-07
8840,K07515.01,2.63009,6.78e-07,-6.78e-07
5466,K02088.01,2.63009,1.249e-05,-1.249e-05
677,K01305.01,2.63385,8.353e-06,-8.353e-06
4511,K04854.01,2.63528,2.09e-05,-2.09e-05
4809,K03444.03,2.63595,1.757e-05,-1.757e-05
5796,K03956.01,2.6369,3.395e-06,-3.395e-06
4997,K03565.01,2.63757,3.63e-07,-3.63e-07
2259,K00243.01,2.63757,1.857e-06,-1.857e-06
