rowid,kepoi_name,koi_period,koi_prad,koi_teq
1,K00752.01,9.48804,2.775e-05,-2.775e-05
8073,K00283.03,9.48815,6.148e-05,-6.148e-05
3509,K00670.01,9.48966,2.509e-05,-2.509e-05
1953,K02248.02,9.49076,0.0001004,-0.0001004
5853,K02533.02,9.49361,3.5205e-05,-3.5205e-05
3176,K00556.01,9.50151,6.359e-05,-6.359e-05
5144,K03676.01,9.50158,1.019e-05,-1.019e-05
4800,K03374.01,9.50849,0.0001156,-0.0001156
1258,K01475.02,9.5122,3.21e-05,-3.21e-05
3103,K00500.02,9.52164,8.947e-06,-8.947e-06
8875,K06117.01,9.52408,1.451e-06,-1.451e-06
4885,K03540.01,9.5304,2.289e-05,-2.289e-05
4296,K04590.01,9.54061,7.087e-05,-7.087e-05
7565,K06400.01,9.54358,2.88e-07,-2.88e-07
3607,K04149.01,9.54699,8.411e-05,-8.411e-05
2211,K00249.01,9.54928,5.287e-06,-5.287e-06
6366,K05662.01,9.5497,0.0003035,-0.0003035
3078,K02593.02,9.55391,0.0001577,-0.0001577
2985,K00528.01,9.57666,1.065e-05,-1.065e-05
8561,K06567.01,9.58406,7.19e-07,-7.19e-07
1420,K01839.01,9.59069,2.495e-05,-2.495e-05
1468,K01916.02,9.59993,2.139e-05,-2.139e-05
2268,K00246.02,9.60506,3.459e-05,-3.459e-05
5572,K03986.01,9.60854,6.269e-05,-6.269e-05
1692,K00234.01,9.61375,1.143e-05,-1.143e-05
304,K00935.04,9.61731,3.35e-05,-3.35e-05
6992,K04287.02,9.61831,0.0001066,-0.0001066
9542,K03741.04,9.63103,0.0001257,-0.0001257
6769,K05524.01,9.63648,9.402e-05,-9.402e-05
890,K01279.02,9.65188,5.898e-05,-5.898e-05
1020,K01557.02,9.65349,1.43e-05,-1.43e-05
7006,K01082.04,9.65505,7.33e-05,-7.33e-05
3101,K00499.01,9.66857,1.899e-05,-1.899e-05
489,K00148.02,9.67396,5.462e-06,-5.462e-06
3580,K04067.01,9.68872,0.000612,-0.000612
1765,K02126.01,9.69311,3.035e-05,-3.035e-05
1511,K01929.01,9.69315,2.759e-05,-2.759e-05
1266,K01593.01,9.69501,4.657e-05,-4.657e-05
6954,K06191.01,9.70434,0.0001744,-0.0001744
2770,K03127.01,9.70569,0.0001722,-0.0001722
7495,K07304.01,9.72675,1.13e-06,-1.13e-06
5436,K03734.01,9.72675,1.392e-05,-1.392e-05
9515,K07885.01,9.7287,9.136e-05,-9.136e-05
4269,K03158.05,9.74049,2.348e-05,-2.348e-05
5387,K00416.03,9.74766,9.882e-05,-9.882e-05
7157,K06144.01,9.75172,2.489e-06,-2.489e-06
110,K00829.02,9.75192,4.829e-05,-4.829e-05
1683,K02106.01,9.75374,4.46e-05,-4.46e-05
7455,K06385.01,9.76117,9.23e-07,-9.23e-07
7828,K07482.01,9.76255,1.646e-06,-1.646e-06
1961,K02096.01,9.76293,4.683e-05,-4.683e-05
183,K00864.03,9.76735,3.052e-05,-3.052e-05
1604,K01813.01,9.76786,1.383e-05,-1.383e-05
240,K00898.01,9.77045,1.455e-05,-1.455e-05
1213,K01465.01,9.77146,2.733e-06,-2.733e-06
8079,K06341.01,9.78184,3.5205e-05,-3.5205e-05
1123,K01572.01,9.80321,2.868e-05,-2.868e-05
5838,K03149.01,9.81102,3.5205e-05,-3.5205e-05
3106,K00546.02,9.82578,3.793e-05,-3.793e-05
6888,K05887.01,9.83385,0.0001654,-0.0001654
3630,K04166.01,9.84262,3.528e-05,-3.528e-05
4371,K04535.01,9.84809,0.0001077,-0.0001077
3334,K00730.02,9.84825,3.668e-05,-3.668e-05
5344,K03715.01,9.84884,3.732e-05,-3.732e-05
7267,K06175.01,9.8687,5.467e-05,-5.467e-05
1051,K01725.01,9.87865,1.742e-05,-1.742e-05
6877,K05875.01,9.87885,0.0003593,-0.0003593
323,K00967.01,9.88048,1.553e-06,-1.553e-06
5564,K02663.01,9.88737,8.5e-05,-8.5e-05
6946,K05992.01,9.89224,3.715e-06,-3.715e-06
3774,K04209.01,9.90921,0.0002164,-0.0002164
9277,K08053.01,9.91058,0.0002546,-0.0002546
1585,K01875.01,9.91724,2.375e-05,-2.375e-05
3719,K00435.06,9.91938,6.756e-05,-6.756e-05
3017,K00584.01,9.92672,1.163e-05,-1.163e-05
436,K00992.01,9.93146,5.186e-05,-5.186e-05
8240,K07275.01,9.93442,4.454e-06,-4.454e-06
7239,K06076.01,9.93444,2.331e-05,-2.331e-05
2996,K00582.03,9.93962,5.538e-05,-5.538e-05
3787,K04413.01,9.93983,3.5205e-05,-3.5205e-05
3481,K00110.01,9.94067,6.982e-06,-6.982e-06
5765,K02262.01,9.94222,5.941e-05,-5.941e-05
6019,K05308.01,9.94223,6.87e-07,-6.87e-07
309,K00938.01,9.94602,2.07e-05,-2.07e-05
8433,K06554.01,9.9487,9.34e-06,-9.34e-06
550,K01081.01,9.9564,4.842e-05,-4.842e-05
2025,K02419.01,9.95667,5.854e-05,-5.854e-05
3374,K00100.01,9.9664,1.22e-05,-1.22e-05
4570,K04797.01,9.97202,8.645e-05,-8.645e-05
5484,K01821.01,9.97682,3.432e-05,-3.432e-05
1005,K01602.01,9.97717,8.015e-05,-8.015e-05
1110,K01639.02,9.9824,0.0001718,-0.0001718
1732,K02274.01,9.9897,4.169e-05,-4.169e-05
1988,K02485.01,9.99115,5.857e-05,-5.857e-05
738,K01256.01,9.99163,5.362e-06,-5.362e-06
3092,K00593.01,9.9976,2.627e-05,-2.627e-05
7007,K06109.02,10.0047,0.0001164,-0.0001164
4894,K03395.01,10.0051,9.309e-05,-9.309e-05
228,K00891.01,10.0065,2.001e-05,-2.001e-05
4804,K03377.01,10.01,4.724e-05,-4.724e-05
4631,K04809.01,10.0103,0.0008149,-0.0008149
785,K01325.01,10.0354,6.475e-06,-6.475e-06
3533,K00720.02,10.0416,3.128e-05,-3.128e-05
2082,K02433.02,10.0438,6.551e-05,-6.551e-05
1022,K00180.01,10.0456,1.571e-05,-1.571e-05
1639,K02029.02,10.0555,8.709e-05,-8.709e-05
1318,K00173.01,10.0608,1.495e-05,-1.495e-05
8379,K07022.01,10.0647,1.923e-06,-1.923e-06
2339,K02929.01,10.0648,5.283e-05,-5.283e-05
69,K00784.02,10.0652,1.49e-05,-1.49e-05
8200,K06353.01,10.0714,0.0001678,-0.0001678
4757,K03368.01,10.0854,6.224e-05,-6.224e-05
1370,K01968.01,10.0874,2.418e-05,-2.418e-05
3553,K00723.03,10.0888,1.177e-05,-1.177e-05
3813,K04212.02,10.099,0.0001171,-0.0001171
5480,K01668.01,10.1018,2.387e-05,-2.387e-05
5093,K03358.01,10.104,1.043e-05,-1.043e-05
2651,K00369.02,10.1046,3.572e-05,-3.572e-05
2895,K00295.02,10.1058,3.523e-05,-3.523e-05
2503,K02739.01,10.1077,4.792e-05,-4.792e-05
8068,K07522.01,10.1161,7e-07,-7e-07
718,K01309.01,10.1172,2.722e-05,-2.722e-05
1153,K01761.01,10.1274,2.855e-05,-2.855e-05
505,K01072.01,10.1281,2.984e-05,-2.984e-05
2802,K03052.01,10.1296,9.948e-05,-9.948e-05
1473,K01996.01,10.132,3.175e-05,-3.175e-05
6931,K06190.01,10.1354,3.86e-07,-3.86e-07
7326,K01920.02,10.1385,0.0001919,-0.0001919
3122,K00448.01,10.1396,2.076e-05,-2.076e-05
5406,K03654.01,10.1487,1.271e-05,-1.271e-05
8298,K07558.01,10.1552,0.0001499,-0.0001499
7243,K06078.01,10.1577,5.072e-06,-5.072e-06
2940,K00521.01,10.161,9.176e-06,-9.176e-06
5577,K01712.01,10.161,2.896e-05,-2.896e-05
2460,K02968.01,10.1644,8.658e-05,-8.658e-05
2381,K02949.01,10.1747,0.000126,-0.000126
85,K00797.01,10.1816,6.188e-06,-6.188e-06
2935,K03083.01,10.1832,9.811e-05,-9.811e-05
7488,K07171.01,10.1866,5.09e-07,-5.09e-07
5498,K03970.01,10.1867,9.76e-05,-9.76e-05
1240,K01537.01,10.1915,7.812e-05,-7.812e-05
6238,K05253.01,10.1955,0.0001044,-0.0001044
256,K00904.05,10.1985,3.25e-05,-3.25e-05
6972,K00649.02,10.209,0.0001879,-0.0001879
3459,K00662.01,10.2142,2.014e-05,-2.014e-05
2078,K02430.01,10.2151,8.238e-05,-8.238e-05
8055,K07252.01,10.2171,0.0002154,-0.0002154
7967,K06576.01,10.2171,3.6e-07,-3.6e-07
850,K01336.01,10.2186,4.518e-05,-4.518e-05
3419,K00654.02,10.2222,3.434e-05,-3.434e-05
4082,K07684.01,10.224,0.0002194,-0.0002194
8195,K03716.02,10.2327,3.5205e-05,-3.5205e-05
5345,K03716.01,10.2334,3.5205e-05,-3.5205e-05
7197,K06061.01,10.2389,2.667e-06,-2.667e-06
1623,K01816.01,10.2406,5.615e-06,-5.615e-06
5708,K01836.01,10.2623,7.434e-05,-7.434e-05
360,K01111.01,10.2655,5.887e-05,-5.887e-05
4823,K03380.01,10.2656,6.415e-05,-6.415e-05
7835,K06307.01,10.2656,2.92e-07,-2.92e-07
8444,K07444.01,10.2678,3.12e-07,-3.12e-07
1972,K02554.02,10.2713,6.323e-05,-6.323e-05
1718,K02351.01,10.2738,5.929e-05,-5.929e-05
2849,K00288.01,10.2753,1.442e-05,-1.442e-05
281,K00921.01,10.2819,1.884e-05,-1.884e-05
4759,K03434.01,10.2856,0.0001132,-0.0001132
1031,K00192.01,10.291,1.004e-06,-1.004e-06
1085,K01627.01,10.2967,3.592e-05,-3.592e-05
3110,K00549.01,10.2977,3.297e-05,-3.297e-05
475,K01198.02,10.3007,9.16e-05,-9.16e-05
4029,K02579.03,10.3015,9.385e-05,-9.385e-05
8683,K07012.01,10.3034,8.21e-07,-8.21e-07
743,K00157.06,10.304,1.835e-05,-1.835e-05
7339,K06265.01,10.307,8.65e-07,-8.65e-07
2512,K02894.01,10.3108,0.0001066,-0.0001066
3080,K00082.02,10.3117,1.226e-05,-1.226e-05
2688,K00314.03,10.3128,3.011e-05,-3.011e-05
6297,K03290.01,10.3145,1.882e-05,-1.882e-05
81,K00793.01,10.3187,2.846e-05,-2.846e-05
5819,K02147.02,10.3274,8.193e-05,-8.193e-05
96,K00805.01,10.328,3.762e-06,-3.762e-06
3263,K00469.01,10.3291,4.582e-06,-4.582e-06
3389,K00738.01,10.3392,1.722e-05,-1.722e-05
8292,K01829.02,10.3482,0.0001013,-0.0001013
3526,K00623.01,10.3497,2.951e-05,-2.951e-05
1309,K01601.01,10.3508,4.721e-05,-4.721e-05
164,K00849.01,10.3553,2.087e-05,-2.087e-05
3042,K00588.01,10.3559,2.054e-05,-2.054e-05
5051,K03352.01,10.3586,6.258e-05,-6.258e-05
7717,K07466.01,10.3686,4.08e-07,-4.08e-07
210,K00892.01,10.3717,1.477e-05,-1.477e-05
411,K00988.01,10.3812,2.131e-05,-2.131e-05
2945,K00574.02,10.3999,4.516e-05,-4.516e-05
8900,K06161.01,10.4032,2.64e-05,-2.64e-05
61,K00779.01,10.406,2.515e-06,-2.515e-06
1144,K01576.01,10.4157,1.362e-05,-1.362e-05
2026,K02420.01,10.4173,6.695e-05,-6.695e-05
1291,K01704.01,10.4189,2.388e-05,-2.388e-05
8327,K07595.01,10.4213,0.0003187,-0.0003187
4072,K02585.02,10.4232,8.775e-05,-8.775e-05
7325,K01231.02,10.4236,8.577e-05,-8.577e-05
3115,K00094.02,10.4237,7.173e-06,-7.173e-06
4944,K03472.01,10.43,7.821e-05,-7.821e-05
2813,K00051.01,10.4311,3.267e-06,-3.267e-06
6914,K04657.02,10.4315,7.38e-05,-7.38e-05
558,K01151.01,10.4355,2.685e-05,-2.685e-05
1970,K02172.01,10.4409,5.113e-05,-5.113e-05
177,K00859.01,10.4433,2.287e-05,-2.287e-05
9518,K03611.01,10.4433,3.126e-06,-3.126e-06
730,K01435.02,10.4464,2.434e-05,-2.434e-05
1918,K02318.01,10.4584,5.78e-05,-5.78e-05
4451,K04840.01,10.4716,0.0001534,-0.0001534
3394,K00648.01,10.4749,6.533e-05,-6.533e-05
687,K01430.01,10.4755,1.801e-05,-1.801e-05
8791,K07164.01,10.4763,2.88e-07,-2.88e-07
2576,K00260.01,10.4957,2.661e-05,-2.661e-05
676,K01241.02,10.5008,0.0001312,-0.0001312
763,K01320.01,10.5068,3.682e-06,-3.682e-06
4463,K03307.01,10.5072,0.0001082,-0.0001082
7486,K07169.01,10.5114,0.0004006,-0.0004006
5185,K03681.02,10.5142,5.536e-05,-5.536e-05
4844,K01899.02,10.5226,0.0001833,-0.0001833
3178,K00331.02,10.5229,6.531e-05,-6.531e-05
149,K00850.01,10.5263,1.783e-06,-1.783e-06
4826,K03384.01,10.5484,5.467e-05,-5.467e-05
7653,K07194.01,10.5488,3.5205e-05,-3.5205e-05
8346,K05831.01,10.5522,3.5205e-05,-3.5205e-05
1547,K01931.02,10.5584,8.566e-05,-8.566e-05
1012,K01717.01,10.5614,4.34e-05,-4.34e-05
2397,K00273.01,10.5738,8.488e-06,-8.488e-06
5481,K01670.01,10.5791,3.362e-05,-3.362e-05
1241,K01538.01,10.5816,1.649e-06,-1.649e-06
5648,K02187.01,10.5857,0.000266,-0.000266
5781,K07846.01,10.5995,0.0002278,-0.0002278
4518,K03245.01,10.6005,8.867e-05,-8.867e-05
2546,K02829.01,10.6135,2.552e-05,-2.552e-05
2825,K03057.02,10.6137,6.192e-05,-6.192e-05
1849,K02221.01,10.6279,8.221e-05,-8.221e-05
2511,K02892.01,10.6361,6.914e-05,-6.914e-05
2966,K00527.01,10.6362,5.216e-05,-5.216e-05
4865,K03618.01,10.6363,2.442e-06,-2.442e-06
3298,K00572.01,10.6402,2.695e-05,-2.695e-05
7808,K06952.01,10.6431,3.5205e-05,-3.5205e-05
8393,K06404.01,10.6437,5.86e-07,-5.86e-07
2415,K02868.01,10.6528,6.451e-05,-6.451e-05
1927,K02163.01,10.6649,4.548e-05,-4.548e-05
8480,K07396.01,10.6746,7.38e-07,-7.38e-07
2705,K03109.01,10.6762,0.0001071,-0.0001071
4755,K03366.01,10.6785,0.0001131,-0.0001131
294,K00939.04,10.6817,5.174e-05,-5.174e-05
8123,K07394.01,10.684,2.774e-06,-2.774e-06
3230,K00567.01,10.6876,1.413e-05,-1.413e-05
7600,K07892.01,10.6921,0.003313,-0.003313
6300,K03359.01,10.6922,7.05e-07,-7.05e-07
8370,K07339.01,10.6982,0.000155,-0.000155
1672,K02256.01,10.7125,3.804e-05,-3.804e-05
5776,K01351.01,10.724,1.294e-05,-1.294e-05
5147,K03749.01,10.7273,4.888e-05,-4.888e-05
8197,K04084.02,10.729,5.608e-05,-5.608e-05
7151,K06045.01,10.7337,1.056e-05,-1.056e-05
7354,K06625.01,10.7384,6.784e-06,-6.784e-06
946,K00168.01,10.7424,1.62e-05,-1.62e-05
9355,K03111.01,10.768,8.253e-05,-8.253e-05
8097,K06730.01,10.7684,1.694e-06,-1.694e-06
3947,K04310.01,10.777,0.0001209,-0.0001209
9230,K08043.01,10.7782,0.0001859,-0.0001859
3760,K04341.01,10.7783,0.0001588,-0.0001588
4071,K04338.01,10.7844,3.424e-05,-3.424e-05
695,K01244.01,10.8049,3.981e-05,-3.981e-05
652,K00132.01,10.8101,1.829e-06,-1.829e-06
4428,K04765.01,10.8118,0.0001288,-0.0001288
4102,K03194.01,10.8132,3.982e-05,-3.982e-05
8911,K06760.01,10.8159,3.32e-07,-3.32e-07
7037,K06212.01,10.8182,9.669e-06,-9.669e-06
8156,K06737.01,10.8192,3.16e-07,-3.16e-07
6967,K00521.02,10.8206,0.0001568,-0.0001568
4960,K07757.01,10.8288,3.5205e-05,-3.5205e-05
7735,K06544.01,10.8453,3.596e-06,-3.596e-06
250,K00912.01,10.8485,1.631e-05,-1.631e-05
1592,K01942.01,10.8497,2.777e-05,-2.777e-05
3185,K00070.01,10.8541,4.977e-06,-4.977e-06
1769,K02204.01,10.8606,3.956e-05,-3.956e-05
8549,K04435.01,10.8614,0.0001616,-0.0001616
8901,K06962.01,10.8633,0.0004852,-0.0004852
989,K01422.03,10.8644,4.884e-05,-4.884e-05
4563,K03321.01,10.8824,6.338e-06,-6.338e-06
8442,K06778.01,10.8824,3.97e-07,-3.97e-07
4833,K03451.01,10.9075,9.961e-05,-9.961e-05
6536,K05584.01,10.9096,1.099e-05,-1.099e-05
621,K01097.01,10.911,0.0001169,-0.0001169
2085,K00248.02,10.9127,1.465e-05,-1.465e-05
529,K00142.01,10.9161,4.875e-06,-4.875e-06
2659,K03020.01,10.9193,0.0001144,-0.0001144
8043,K06985.01,10.928,0.0002667,-0.0002667
2791,K03131.01,10.9295,0.0001308,-0.0001308
623,K01161.02,10.9373,4.273e-05,-4.273e-05
2989,K00530.01,10.9403,3.014e-05,-3.014e-05
3287,K00474.01,10.9458,2.017e-05,-2.017e-05
8092,K06598.01,10.9521,3.5205e-05,-3.5205e-05
773,K01449.01,10.9802,6.93e-07,-6.93e-07
4979,K03338.02,10.9938,1.395e-05,-1.395e-05
4978,K03338.01,10.9938,1.327e-05,-1.327e-05
8691,K03581.01,10.9938,5.803e-06,-5.803e-06
1588,K01940.01,10.9947,1.916e-05,-1.916e-05
6407,K05800.01,11.0068,0.0002262,-0.0002262
980,K01298.01,11.0082,1.701e-05,-1.701e-05
6398,K05672.01,11.0154,0.0004877,-0.0004877
1758,K02369.01,11.0182,7.244e-05,-7.244e-05
2957,K00478.01,11.0235,7.634e-06,-7.634e-06
9052,K06609.01,11.0252,1.414e-06,-1.414e-06
8866,K06923.01,11.0282,3.955e-05,-3.955e-05
1456,K02051.02,11.0318,0.000228,-0.000228
6484,K05695.01,11.0357,2.509e-05,-2.509e-05
1127,K01643.01,11.0461,7.009e-05,-7.009e-05
8102,K06862.01,11.0496,0.0001865,-0.0001865
4964,K03409.01,11.0826,3.78e-05,-3.78e-05
4901,K03466.01,11.0826,2.135e-06,-2.135e-06
1741,K02362.02,11.0851,5.149e-05,-5.149e-05
402,K01117.01,11.0896,4.397e-05,-4.397e-05
6,K00756.01,11.0943,2.036e-05,-2.036e-05
384,K01182.01,11.1162,1.21e-05,-1.21e-05
725,K00163.01,11.1199,1.166e-05,-1.166e-05
2368,K02715.01,11.1283,2.074e-05,-2.074e-05
2067,K02507.01,11.1297,9.103e-05,-9.103e-05
906,K01216.01,11.1313,3.506e-05,-3.506e-05
3514,K00671.04,11.1318,8.27e-05,-8.27e-05
3256,K04773.02,11.1438,0.000293,-0.000293
7167,K00353.03,11.1619,0.0001677,-0.0001677
4977,K03337.01,11.1662,9.657e-05,-9.657e-05
2138,K02674.02,11.1727,0.0001114,-0.0001114
6356,K05411.01,11.1734,0.0002168,-0.0002168
1853,K02304.01,11.1739,6.126e-05,-6.126e-05
3767,K04411.01,11.1793,9.722e-05,-9.722e-05
201,K00874.02,11.1872,5.331e-05,-5.331e-05
1617,K02025.03,11.1896,8.676e-05,-8.676e-05
2615,K03007.01,11.1916,8.119e-05,-8.119e-05
2881,K02990.01,11.2006,7.691e-05,-7.691e-05
2425,K02722.02,11.2428,7.649e-05,-7.649e-05
2130,K02594.01,11.254,6.513e-05,-6.513e-05
7563,K06395.01,11.2571,2.289e-05,-2.289e-05
5650,K02190.01,11.2581,0.0001447,-0.0001447
5977,K05050.01,11.2582,0.0002756,-0.0002756
8332,K02939.01,11.2588,4.46e-07,-4.46e-07
7517,K06516.01,11.2902,0.0006136,-0.0006136
769,K01377.01,11.2969,6.912e-05,-6.912e-05
8160,K06743.01,11.301,6.54e-07,-6.54e-07
885,K01212.01,11.3012,7.531e-05,-7.531e-05
1106,K01630.01,11.3051,6.931e-05,-6.931e-05
4775,K03596.01,11.3203,2.297e-06,-2.297e-06
2666,K00043.01,11.3203,1.718e-05,-1.718e-05
7296,K03184.02,11.322,0.0005669,-0.0005669
2202,K02460.01,11.3227,9.54e-05,-9.54e-05
8408,K07358.01,11.3251,0.0002504,-0.0002504
3441,K00658.03,11.3298,6.773e-05,-6.773e-05
5186,K03682.01,11.3443,8.968e-06,-8.968e-06
3215,K00461.01,11.3444,3.465e-05,-3.465e-05
3357,K00733.02,11.3493,2.442e-05,-2.442e-05
1409,K01907.01,11.3501,2.163e-05,-2.163e-05
5234,K03768.01,11.355,2.156e-05,-2.156e-05
902,K01406.01,11.3611,2.414e-05,-2.414e-05
6665,K05745.01,11.3744,1.237e-06,-1.237e-06
5243,K03850.01,11.3775,0.0001111,-0.0001111
50,K00787.02,11.3794,2.415e-05,-2.415e-05
3044,K00590.01,11.3884,3.81e-05,-3.81e-05
642,K01101.01,11.391,8.858e-05,-8.858e-05
4494,K01101.02,11.3911,7.274e-05,-7.274e-05
2380,K02948.01,11.3917,7.567e-05,-7.567e-05
7212,K07869.01,11.4132,0.0001338,-0.0001338
7204,K06159.01,11.4144,6.008e-05,-6.008e-05
901,K01405.01,11.4191,7.774e-05,-7.774e-05
801,K01266.01,11.4193,2.322e-05,-2.322e-05
2557,K02693.02,11.4194,4.965e-05,-4.965e-05
3516,K00111.01,11.4276,8.15e-06,-8.15e-06
2605,K00301.02,11.4487,8.166e-05,-8.166e-05
2858,K02984.01,11.4554,9.72e-05,-9.72e-05
3197,K00509.02,11.4635,1.706e-05,-1.706e-05
554,K01148.01,11.4761,5.083e-05,-5.083e-05
2172,K02602.01,11.4769,6.684e-05,-6.684e-05
5680,K04007.01,11.4927,0.0001425,-0.0001425
4452,K03214.01,11.495,8.821e-05,-8.821e-05
8551,K04323.01,11.4959,7.245e-05,-7.245e-05
2850,K03148.01,11.5053,8.124e-05,-8.124e-05
3013,K00317.02,11.5059,0.0002263,-0.0002263
521,K00942.01,11.5152,1.566e-05,-1.566e-05
15,K00742.01,11.5214,1.98e-06,-1.98e-06
218,K00122.01,11.5231,9.452e-06,-9.452e-06
4622,K03268.01,11.5248,4.486e-05,-4.486e-05
2963,K00525.01,11.5303,1.39e-05,-1.39e-05
5001,K03341.02,11.5475,0.000164,-0.000164
1462,K01850.01,11.551,2.567e-05,-2.567e-05
5071,K03353.01,11.5553,7.61e-05,-7.61e-05
1707,K02180.01,11.5556,3.102e-05,-3.102e-05
4732,K04762.01,11.5672,9.733e-05,-9.733e-05
8850,K07221.01,11.568,8.14e-07,-8.14e-07
5072,K03354.01,11.5706,0.0001175,-0.0001175
2650,K00312.01,11.5789,1.793e-05,-1.793e-05
8481,K07406.01,11.5789,6.18e-07,-6.18e-07
8249,K04298.02,11.5796,3.5205e-05,-3.5205e-05
65,K00781.01,11.5982,1.407e-05,-1.407e-05
5005,K03344.01,11.6045,0.000113,-0.000113
2011,K02490.01,11.6065,6.084e-05,-6.084e-05
6963,K04034.02,11.6089,0.0001485,-0.0001485
824,K01270.02,11.6091,2.51e-05,-2.51e-05
3998,K02744.02,11.6156,0.0001528,-0.0001528
2258,K02400.01,11.6192,4.594e-05,-4.594e-05
2930,K03002.01,11.629,7.444e-05,-7.444e-05
4424,K01196.02,11.6349,8.875e-05,-8.875e-05
3131,K00551.01,11.637,3.091e-05,-3.091e-05
8282,K06140.01,11.6379,1.485e-06,-1.485e-06
2095,K02658.01,11.6602,0.0001024,-0.0001024
3136,K00601.02,11.6789,2.452e-05,-2.452e-05
2801,K03051.01,11.6824,0.000162,-0.000162
4155,K04633.01,11.6933,0.0002027,-0.0002027
728,K00169.01,11.7022,2.252e-05,-2.252e-05
7688,K06671.01,11.7022,4.22e-07,-4.22e-07
939,K01293.01,11.7031,5.855e-06,-5.855e-06
1342,K00205.01,11.7201,1.574e-06,-1.574e-06
5068,K07744.01,11.7202,0.0002292,-0.0002292
3099,K00444.01,11.7229,2.566e-05,-2.566e-05
2108,K02590.01,11.749,0.00014,-0.00014
3248,K00514.01,11.7556,3.504e-05,-3.504e-05
143,K00835.01,11.7631,2.035e-05,-2.035e-05
8302,K07562.01,11.7687,3.5205e-05,-3.5205e-05
5826,K01663.01,11.7692,4.015e-05,-4.015e-05
8885,K07279.01,11.7728,0.0001636,-0.0001636
1975,K02557.01,11.7761,7.357e-05,-7.357e-05
823,K00156.03,11.7761,6.963e-06,-6.963e-06
1092,K01746.01,11.7916,5.355e-05,-5.355e-05
6529,K05456.01,11.8046,0.0002912,-0.0002912
5532,K01796.01,11.8057,6.267e-06,-6.267e-06
4958,K01525.02,11.8062,0.0001518,-0.0001518
1173,K01779.02,11.815,0.0001074,-0.0001074
8602,K04526.02,11.8187,0.0001148,-0.0001148
5008,K03416.01,11.8237,0.000239,-0.000239
2326,K02768.01,11.8289,0.0003158,-0.0003158
4402,K04686.01,11.8299,0.0002073,-0.0002073
6895,K05895.01,11.8308,0.000294,-0.000294
8863,K02768.03,11.8327,5.347e-05,-5.347e-05
2141,K02443.02,11.8377,0.0001051,-0.0001051
9466,K07506.01,11.8436,0.0003144,-0.0003144
8771,K06783.01,11.8496,0.0002042,-0.0002042
7106,K06132.03,11.8672,0.0009287,-0.0009287
1199,K01529.02,11.8693,0.0001749,-0.0001749
2839,K00280.01,11.8729,1.145e-05,-1.145e-05
2522,K02743.01,11.8746,3.944e-05,-3.944e-05
1935,K02246.01,11.8952,5.391e-05,-5.391e-05
1923,K02086.03,11.8985,0.0001417,-0.0001417
3292,K00519.01,11.9035,2.898e-05,-2.898e-05
4591,K03209.01,11.9126,8.508e-05,-8.508e-05
2662,K03097.01,11.9216,0.0001178,-0.0001178
8682,K07910.01,11.9283,0.0003203,-0.0003203
3601,K02220.05,11.9295,0.000124,-0.000124
1886,K02154.01,11.9298,6.659e-05,-6.659e-05
7481,K07035.01,11.9311,3.57e-07,-3.57e-07
7482,K07036.01,11.9314,9.672e-05,-9.672e-05
1845,K02148.01,11.9321,4.833e-05,-4.833e-05
4988,K03480.01,11.9378,0.0001743,-0.0001743
2043,K02424.01,11.9402,7.096e-05,-7.096e-05
8963,K07991.01,11.9451,0.000216,-0.000216
2473,K02883.01,11.954,7.573e-05,-7.573e-05
3407,K00650.01,11.9547,9.054e-06,-9.054e-06
7727,K06294.01,11.9613,8.28e-07,-8.28e-07
4828,K03446.01,11.9615,0.0001818,-0.0001818
1985,K02411.01,11.9641,5.738e-05,-5.738e-05
3547,K00677.01,11.9711,2.407e-05,-2.407e-05
936,K01290.01,11.9736,8.942e-06,-8.942e-06
702,K01364.03,11.9788,5.745e-05,-5.745e-05
426,K01124.01,11.991,2.12e-05,-2.12e-05
7078,K06027.01,11.991,5.986e-06,-5.986e-06
2240,K02397.01,12.0009,6.862e-05,-6.862e-05
4249,K04509.01,12.0037,0.0001007,-0.0001007
6913,K04647.02,12.0086,0.000168,-0.000168
3346,K00636.01,12.0117,7.38e-07,-7.38e-07
2167,K02528.01,12.023,2.788e-05,-2.788e-05
205,K00877.02,12.0399,1.825e-05,-1.825e-05
1625,K01819.01,12.0571,4.719e-05,-4.719e-05
435,K00991.01,12.0622,2.75e-05,-2.75e-05
222,K00886.02,12.0713,4.21e-05,-4.21e-05
4587,K04799.01,12.073,0.0001925,-0.0001925
2050,K02576.01,12.0776,8.498e-05,-8.498e-05
4718,K04829.02,12.0835,0.002361,-0.002361
7599,K07192.01,12.0835,7.22e-07,-7.22e-07
2434,K02871.01,12.0999,0.0001087,-0.0001087
418,K01060.01,12.1097,6.232e-05,-6.232e-05
5713,K02239.01,12.1098,0.0001031,-0.0001031
1412,K01976.01,12.124,3.197e-05,-3.197e-05
1913,K02236.02,12.1258,7.963e-05,-7.963e-05
2152,K02597.02,12.1307,9.622e-05,-9.622e-05
2204,K02462.01,12.1468,8.2e-05,-8.2e-05
8101,K06861.01,12.1552,1.336e-06,-1.336e-06
1821,K02374.02,12.1628,6.256e-05,-6.256e-05
7660,K07328.01,12.1807,7.95e-07,-7.95e-07
1593,K01944.01,12.1842,4.127e-05,-4.127e-05
1674,K02259.01,12.1914,4.507e-05,-4.507e-05
